,fips,Recip_County,ST,Vax_Pct
2243,41071,Yamhill County,OR,64.3
2244,42001,Adams County,PA,57.1
2245,42003,Allegheny County,PA,72.0
2246,42005,Armstrong County,PA,61.2
2247,42007,Beaver County,PA,53.0
2248,42009,Bedford County,PA,39.7
2249,42011,Berks County,PA,62.5
2250,42013,Blair County,PA,54.3
2251,42015,Bradford County,PA,44.3
2252,42017,Bucks County,PA,76.1
2253,42019,Butler County,PA,65.8
2254,42021,Cambria County,PA,57.3
2255,42023,Cameron County,PA,55.6
2256,42025,Carbon County,PA,62.2
2257,42027,Centre County,PA,61.3
2258,42029,Chester County,PA,81.4
2259,42031,Clarion County,PA,44.7
2260,42033,Clearfield County,PA,51.1
2261,42035,Clinton County,PA,46.2
2262,42037,Columbia County,PA,63.4
2263,42039,Crawford County,PA,50.6
2264,42041,Cumberland County,PA,72.6
2265,42043,Dauphin County,PA,65.6
2266,42045,Delaware County,PA,78.1
2267,42047,Elk County,PA,56.8
2268,42049,Erie County,PA,61.3
2269,42051,Fayette County,PA,58.8
2270,42053,Forest County,PA,73.5
2271,42055,Franklin County,PA,51.0
2272,42057,Fulton County,PA,36.9
2273,42059,Greene County,PA,52.0
2274,42061,Huntingdon County,PA,52.4
2275,42063,Indiana County,PA,46.7
2276,42065,Jefferson County,PA,49.2
2277,42067,Juniata County,PA,41.7
2278,42069,Lackawanna County,PA,72.1
2279,42071,Lancaster County,PA,61.4
2280,42073,Lawrence County,PA,55.6
2281,42075,Lebanon County,PA,57.9
2282,42077,Lehigh County,PA,74.8
2283,42079,Luzerne County,PA,65.8
2284,42081,Lycoming County,PA,53.9
2285,42083,McKean County,PA,50.9
2286,42085,Mercer County,PA,54.8
2287,42087,Mifflin County,PA,51.1
2288,42089,Monroe County,PA,61.5
2289,42091,Montgomery County,PA,80.5
2290,42093,Montour County,PA,81.0
2291,42095,Northampton County,PA,69.7
2292,42097,Northumberland County,PA,59.1
2293,42099,Perry County,PA,50.4
2294,42101,Philadelphia County,PA,72.3
2295,42103,Pike County,PA,60.3
2296,42105,Potter County,PA,38.9
2297,42107,Schuylkill County,PA,61.8
2298,42109,Snyder County,PA,44.6
2299,42111,Somerset County,PA,50.0
2300,42113,Sullivan County,PA,55.2
2301,42115,Susquehanna County,PA,49.5
2302,42117,Tioga County,PA,47.6
2303,42119,Union County,PA,58.7
2304,42121,Venango County,PA,47.0
2305,42123,Warren County,PA,50.7
2306,42125,Washington County,PA,65.6
2307,42127,Wayne County,PA,63.1
2308,42129,Westmoreland County,PA,59.2
2309,42131,Wyoming County,PA,61.9
2310,42133,York County,PA,60.8
2311,44001,Bristol County,RI,80.7
2312,44003,Kent County,RI,80.0
2313,44005,Newport County,RI,76.8
2314,44007,Providence County,RI,72.1
2315,44009,Washington County,RI,80.5
2316,45001,Abbeville County,SC,41.1
2317,45003,Aiken County,SC,47.4
2318,45005,Allendale County,SC,60.1
2319,45007,Anderson County,SC,41.2
2320,45009,Bamberg County,SC,52.2
2321,45011,Barnwell County,SC,57.4
2322,45013,Beaufort County,SC,68.6
2323,45015,Berkeley County,SC,53.6
2324,45017,Calhoun County,SC,42.1
2325,45019,Charleston County,SC,67.1
2326,45021,Cherokee County,SC,35.0
2327,45023,Chester County,SC,47.2
2328,45025,Chesterfield County,SC,38.0
2329,45027,Clarendon County,SC,50.2
2330,45029,Colleton County,SC,49.6
2331,45031,Darlington County,SC,49.9
2332,45033,Dillon County,SC,45.8
2333,45035,Dorchester County,SC,54.6
2334,45037,Edgefield County,SC,62.0
2335,45039,Fairfield County,SC,66.0
2336,45041,Florence County,SC,56.2
2337,45043,Georgetown County,SC,55.6
2338,45045,Greenville County,SC,56.6
2339,45047,Greenwood County,SC,48.9
2340,45049,Hampton County,SC,65.3
2341,45051,Horry County,SC,57.8
2342,45053,Jasper County,SC,38.9
2343,45055,Kershaw County,SC,60.0
2344,45057,Lancaster County,SC,48.1
2345,45059,Laurens County,SC,39.4
2346,45061,Lee County,SC,49.0
2347,45063,Lexington County,SC,56.8
2348,45065,McCormick County,SC,60.2
2349,45067,Marion County,SC,49.8
2350,45069,Marlboro County,SC,45.5
2351,45071,Newberry County,SC,53.7
2352,45073,Oconee County,SC,45.9
2353,45075,Orangeburg County,SC,57.2
2354,45077,Pickens County,SC,47.5
2355,45079,Richland County,SC,61.5
2356,45081,Saluda County,SC,31.0
2357,45083,Spartanburg County,SC,44.7
2358,45085,Sumter County,SC,58.1
2359,45087,Union County,SC,42.8
2360,45089,Williamsburg County,SC,58.4
2361,45091,York County,SC,51.2
2362,46003,Aurora County,SD,56.4
2363,46005,Beadle County,SD,51.4
2364,46007,Bennett County,SD,64.2
2365,46009,Bon Homme County,SD,59.6
2366,46011,Brookings County,SD,53.4
2367,46013,Brown County,SD,58.9
2368,46015,Brule County,SD,59.0
2369,46017,Buffalo County,SD,63.7
2370,46019,Butte County,SD,41.4
2371,46021,Campbell County,SD,47.9
2372,46023,Charles Mix County,SD,60.6
2373,46025,Clark County,SD,51.9
2374,46027,Clay County,SD,70.2
2375,46029,Codington County,SD,56.7
2376,46031,Corson County,SD,59.2
2377,46033,Custer County,SD,51.7
2378,46035,Davison County,SD,64.7
2379,46037,Day County,SD,68.5
2380,46039,Deuel County,SD,47.8
2381,46041,Dewey County,SD,80.7
2382,46043,Douglas County,SD,54.7
2383,46045,Edmunds County,SD,47.4
2384,46047,Fall River County,SD,63.5
2385,46049,Faulk County,SD,56.1
2386,46051,Grant County,SD,51.4
2387,46053,Gregory County,SD,52.3
2388,46055,Haakon County,SD,43.2
2389,46057,Hamlin County,SD,48.1
2390,46059,Hand County,SD,49.6
2391,46061,Hanson County,SD,44.6
2392,46063,Harding County,SD,19.3
2393,46065,Hughes County,SD,74.4
2394,46067,Hutchinson County,SD,55.0
2395,46069,Hyde County,SD,55.8
2396,46071,Jackson County,SD,55.4
2397,46073,Jerauld County,SD,53.0
2398,46075,Jones County,SD,78.3
2399,46077,Kingsbury County,SD,70.3
2400,46079,Lake County,SD,52.2
2401,46081,Lawrence County,SD,60.2
2402,46083,Lincoln County,SD,61.7
2403,46085,Lyman County,SD,68.0
2404,46087,McCook County,SD,59.0
2405,46089,McPherson County,SD,40.9
2406,46091,Marshall County,SD,53.8
2407,46093,Meade County,SD,55.7
2408,46095,Mellette County,SD,39.8
2409,46097,Miner County,SD,55.6
2410,46099,Minnehaha County,SD,69.6
2411,46101,Moody County,SD,51.2
2412,46102,Oglala Lakota County,SD,85.3
2413,46103,Pennington County,SD,60.6
2414,46105,Perkins County,SD,32.3
2415,46107,Potter County,SD,61.7
2416,46109,Roberts County,SD,78.1
2417,46111,Sanborn County,SD,56.7
2418,46115,Spink County,SD,53.7
2419,46117,Stanley County,SD,60.9
2420,46119,Sully County,SD,45.7
2421,46121,Todd County,SD,76.8
2422,46123,Tripp County,SD,46.1
2423,46125,Turner County,SD,55.0
2424,46127,Union County,SD,53.7
2425,46129,Walworth County,SD,51.2
2426,46135,Yankton County,SD,66.9
2427,46137,Ziebach County,SD,37.3
2428,47001,Anderson County,TN,56.8
2429,47003,Bedford County,TN,44.1
2430,47005,Benton County,TN,45.3
2431,47007,Bledsoe County,TN,37.6
2432,47009,Blount County,TN,53.2
2433,47011,Bradley County,TN,42.6
2434,47013,Campbell County,TN,44.8
2435,47015,Cannon County,TN,32.9
2436,47017,Carroll County,TN,49.8
2437,47019,Carter County,TN,41.2
2438,47021,Cheatham County,TN,59.8
2439,47023,Chester County,TN,36.6
2440,47025,Claiborne County,TN,47.3
2441,47027,Clay County,TN,30.4
2442,47029,Cocke County,TN,51.0
2443,47031,Coffee County,TN,47.1
2444,47033,Crockett County,TN,49.6
2445,47035,Cumberland County,TN,47.8
2446,47037,Davidson County,TN,66.7
2447,47039,Decatur County,TN,38.8
2448,47041,DeKalb County,TN,42.2
2449,47043,Dickson County,TN,49.6
2450,47045,Dyer County,TN,41.4
2451,47047,Fayette County,TN,58.3
2452,47049,Fentress County,TN,34.6
2453,47051,Franklin County,TN,42.2
2454,47053,Gibson County,TN,46.5
2455,47055,Giles County,TN,40.2
2456,47057,Grainger County,TN,49.9
2457,47059,Greene County,TN,47.0
2458,47061,Grundy County,TN,31.2
2459,47063,Hamblen County,TN,43.5
2460,47065,Hamilton County,TN,57.6
2461,47067,Hancock County,TN,33.0
2462,47069,Hardeman County,TN,48.0
2463,47071,Hardin County,TN,41.4
2464,47073,Hawkins County,TN,45.2
2465,47075,Haywood County,TN,53.7
2466,47077,Henderson County,TN,42.0
2467,47079,Henry County,TN,48.6
2468,47081,Hickman County,TN,43.2
2469,47083,Houston County,TN,44.2
2470,47085,Humphreys County,TN,42.1
2471,47087,Jackson County,TN,35.7
2472,47089,Jefferson County,TN,51.0
2473,47091,Johnson County,TN,37.9
2474,47093,Knox County,TN,61.1
2475,47095,Lake County,TN,36.0
2476,47097,Lauderdale County,TN,38.3
2477,47099,Lawrence County,TN,37.5
2478,47101,Lewis County,TN,36.2
2479,47103,Lincoln County,TN,42.0
2480,47105,Loudon County,TN,64.9
2481,47107,McMinn County,TN,40.8
2482,47109,McNairy County,TN,48.5
2483,47111,Macon County,TN,33.6
2484,47113,Madison County,TN,55.5
2485,47115,Marion County,TN,47.1
2486,47117,Marshall County,TN,43.5
2487,47119,Maury County,TN,65.6
2488,47121,Meigs County,TN,69.3
2489,47123,Monroe County,TN,44.1
2490,47125,Montgomery County,TN,60.9
2491,47127,Moore County,TN,22.3
2492,47129,Morgan County,TN,52.4
2493,47131,Obion County,TN,43.0
2494,47133,Overton County,TN,36.1
2495,47135,Perry County,TN,41.7
2496,47137,Pickett County,TN,45.8
2497,47139,Polk County,TN,42.0
2498,47141,Putnam County,TN,51.9
2499,47143,Rhea County,TN,43.8
2500,47145,Roane County,TN,45.1
2501,47147,Robertson County,TN,53.4
2502,47149,Rutherford County,TN,55.4
2503,47151,Scott County,TN,37.3
2504,47153,Sequatchie County,TN,35.3
2505,47155,Sevier County,TN,51.2
2506,47157,Shelby County,TN,56.9
2507,47159,Smith County,TN,33.8
2508,47161,Stewart County,TN,45.2
2509,47163,Sullivan County,TN,57.5
2510,47165,Sumner County,TN,49.3
2511,47167,Tipton County,TN,41.3
2512,47169,Trousdale County,TN,37.4
2513,47171,Unicoi County,TN,55.0
2514,47173,Union County,TN,35.4
2515,47175,Van Buren County,TN,59.2
2516,47177,Warren County,TN,42.1
2517,47179,Washington County,TN,60.9
2518,47181,Wayne County,TN,41.6
2519,47183,Weakley County,TN,39.1
2520,47185,White County,TN,43.1
2521,47187,Williamson County,TN,67.4
2522,47189,Wilson County,TN,54.5
2523,48001,Anderson County,TX,39.6
2524,48003,Andrews County,TX,44.6
2525,48005,Angelina County,TX,47.0
2526,48007,Aransas County,TX,56.8
2527,48009,Archer County,TX,58.6
2528,48011,Armstrong County,TX,40.0
2529,48013,Atascosa County,TX,52.5
2530,48015,Austin County,TX,47.2
2531,48017,Bailey County,TX,38.5
2532,48019,Bandera County,TX,50.9
2533,48021,Bastrop County,TX,57.9
2534,48023,Baylor County,TX,40.9
2535,48025,Bee County,TX,51.3
2536,48027,Bell County,TX,61.1
2537,48029,Bexar County,TX,71.0
2538,48031,Blanco County,TX,56.6
2539,48033,Borden County,TX,32.0
2540,48035,Bosque County,TX,44.9
2541,48037,Bowie County,TX,40.0
2542,48039,Brazoria County,TX,59.0
2543,48041,Brazos County,TX,52.0
2544,48043,Brewster County,TX,56.1
2545,48045,Briscoe County,TX,41.9
2546,48047,Brooks County,TX,95.0
2547,48049,Brown County,TX,41.5
2548,48051,Burleson County,TX,49.0
2549,48053,Burnet County,TX,53.9
2550,48055,Caldwell County,TX,56.0
2551,48057,Calhoun County,TX,51.4
2552,48059,Callahan County,TX,41.7
2553,48061,Cameron County,TX,80.0
2554,48063,Camp County,TX,40.1
2555,48065,Carson County,TX,35.7
2556,48067,Cass County,TX,35.4
2557,48069,Castro County,TX,43.9
2558,48071,Chambers County,TX,48.0
2559,48073,Cherokee County,TX,39.6
2560,48075,Childress County,TX,47.5
2561,48077,Clay County,TX,44.5
2562,48079,Cochran County,TX,39.0
2563,48081,Coke County,TX,47.1
2564,48083,Coleman County,TX,36.5
2565,48085,Collin County,TX,68.3
2566,48087,Collingsworth County,TX,33.4
2567,48089,Colorado County,TX,50.8
2568,48091,Comal County,TX,62.6
2569,48093,Comanche County,TX,45.7
2570,48095,Concho County,TX,51.9
2571,48097,Cooke County,TX,38.1
2572,48099,Coryell County,TX,48.3
2573,48101,Cottle County,TX,31.8
2574,48103,Crane County,TX,37.3
2575,48105,Crockett County,TX,47.1
2576,48107,Crosby County,TX,43.0
2577,48109,Culberson County,TX,51.9
2578,48111,Dallam County,TX,44.0
2579,48113,Dallas County,TX,61.2
2580,48115,Dawson County,TX,33.9
2581,48117,Deaf Smith County,TX,43.5
2582,48119,Delta County,TX,35.2
2583,48121,Denton County,TX,62.1
2584,48123,DeWitt County,TX,45.7
2585,48125,Dickens County,TX,32.8
2586,48127,Dimmit County,TX,70.3
2587,48129,Donley County,TX,33.4
2588,48131,Duval County,TX,62.7
2589,48133,Eastland County,TX,36.9
2590,48135,Ector County,TX,43.4
2591,48137,Edwards County,TX,85.7
2592,48139,Ellis County,TX,54.7
2593,48141,El Paso County,TX,83.7
2594,48143,Erath County,TX,37.7
2595,48145,Falls County,TX,46.1
2596,48147,Fannin County,TX,44.4
2597,48149,Fayette County,TX,49.1
2598,48151,Fisher County,TX,35.8
2599,48153,Floyd County,TX,45.0
2600,48155,Foard County,TX,43.1
2601,48157,Fort Bend County,TX,72.9
2602,48159,Franklin County,TX,36.2
2603,48161,Freestone County,TX,38.6
2604,48163,Frio County,TX,68.9
2605,48165,Gaines County,TX,22.1
2606,48167,Galveston County,TX,60.8
2607,48169,Garza County,TX,52.2
2608,48171,Gillespie County,TX,53.6
2609,48173,Glasscock County,TX,44.4
2610,48175,Goliad County,TX,42.1
2611,48177,Gonzales County,TX,50.6
2612,48179,Gray County,TX,40.9
2613,48181,Grayson County,TX,45.5
2614,48183,Gregg County,TX,45.3
2615,48185,Grimes County,TX,53.5
2616,48187,Guadalupe County,TX,55.7
2617,48189,Hale County,TX,43.5
2618,48191,Hall County,TX,43.3
2619,48193,Hamilton County,TX,49.5
2620,48195,Hansford County,TX,42.6
2621,48197,Hardeman County,TX,46.0
2622,48199,Hardin County,TX,37.9
2623,48201,Harris County,TX,64.7
2624,48203,Harrison County,TX,40.5
2625,48205,Hartley County,TX,47.6
2626,48207,Haskell County,TX,38.4
2627,48209,Hays County,TX,63.1
2628,48211,Hemphill County,TX,41.8
2629,48213,Henderson County,TX,39.1
2630,48215,Hidalgo County,TX,77.9
2631,48217,Hill County,TX,41.2
2632,48219,Hockley County,TX,42.5
2633,48221,Hood County,TX,47.9
2634,48223,Hopkins County,TX,39.3
2635,48225,Houston County,TX,42.1
2636,48227,Howard County,TX,38.2
2637,48229,Hudspeth County,TX,66.9
2638,48231,Hunt County,TX,43.0
2639,48233,Hutchinson County,TX,35.3
2640,48235,Irion County,TX,95.0
2641,48237,Jack County,TX,40.7
2642,48239,Jackson County,TX,44.8
2643,48241,Jasper County,TX,36.5
2644,48243,Jeff Davis County,TX,51.5
2645,48245,Jefferson County,TX,51.6
2646,48247,Jim Hogg County,TX,57.0
2647,48249,Jim Wells County,TX,54.4
2648,48251,Johnson County,TX,46.4
2649,48253,Jones County,TX,43.3
2650,48255,Karnes County,TX,55.7
2651,48257,Kaufman County,TX,52.8
2652,48259,Kendall County,TX,61.8
2653,48261,Kenedy County,TX,54.0
2654,48263,Kent County,TX,37.7
2655,48265,Kerr County,TX,51.0
2656,48267,Kimble County,TX,42.3
2657,48269,King County,TX,21.3
2658,48271,Kinney County,TX,52.6
2659,48273,Kleberg County,TX,61.4
2660,48275,Knox County,TX,39.3
2661,48277,Lamar County,TX,39.8
2662,48279,Lamb County,TX,43.3
2663,48281,Lampasas County,TX,45.1
2664,48283,La Salle County,TX,63.2
2665,48285,Lavaca County,TX,41.8
2666,48287,Lee County,TX,46.5
2667,48289,Leon County,TX,35.9
2668,48291,Liberty County,TX,42.5
2669,48293,Limestone County,TX,37.3
2670,48295,Lipscomb County,TX,34.2
2671,48297,Live Oak County,TX,43.1
2672,48299,Llano County,TX,50.8
2673,48301,Loving County,TX,18.3
2674,48303,Lubbock County,TX,49.2
2675,48305,Lynn County,TX,38.5
2676,48307,McCulloch County,TX,38.3
2677,48309,McLennan County,TX,52.0
2678,48311,McMullen County,TX,45.0
2679,48313,Madison County,TX,41.6
2680,48315,Marion County,TX,39.7
2681,48317,Martin County,TX,31.9
2682,48319,Mason County,TX,47.7
2683,48321,Matagorda County,TX,46.8
2684,48323,Maverick County,TX,95.0
2685,48325,Medina County,TX,55.8
2686,48327,Menard County,TX,53.3
2687,48329,Midland County,TX,43.5
2688,48331,Milam County,TX,45.0
2689,48333,Mills County,TX,43.1
2690,48335,Mitchell County,TX,36.0
2691,48337,Montague County,TX,35.1
2692,48339,Montgomery County,TX,55.7
2693,48341,Moore County,TX,47.0
2694,48343,Morris County,TX,42.9
2695,48345,Motley County,TX,28.0
2696,48347,Nacogdoches County,TX,46.2
2697,48349,Navarro County,TX,45.4
2698,48351,Newton County,TX,25.0
2699,48353,Nolan County,TX,41.6
2700,48355,Nueces County,TX,57.9
2701,48357,Ochiltree County,TX,38.5
2702,48359,Oldham County,TX,34.6
2703,48361,Orange County,TX,36.6
2704,48363,Palo Pinto County,TX,37.2
2705,48365,Panola County,TX,37.6
2706,48367,Parker County,TX,46.4
2707,48369,Parmer County,TX,40.7
2708,48371,Pecos County,TX,58.3
2709,48373,Polk County,TX,47.9
2710,48375,Potter County,TX,46.4
2711,48377,Presidio County,TX,94.3
2712,48379,Rains County,TX,36.1
2713,48381,Randall County,TX,46.8
2714,48383,Reagan County,TX,38.5
2715,48385,Real County,TX,49.7
2716,48387,Red River County,TX,41.2
2717,48389,Reeves County,TX,83.5
2718,48391,Refugio County,TX,53.5
2719,48393,Roberts County,TX,31.3
2720,48395,Robertson County,TX,44.3
2721,48397,Rockwall County,TX,59.0
2722,48399,Runnels County,TX,44.1
2723,48401,Rusk County,TX,39.0
2724,48403,Sabine County,TX,36.5
2725,48405,San Augustine County,TX,40.4
2726,48407,San Jacinto County,TX,34.2
2727,48409,San Patricio County,TX,56.1
2728,48411,San Saba County,TX,38.8
2729,48413,Schleicher County,TX,41.7
2730,48415,Scurry County,TX,46.3
2731,48417,Shackelford County,TX,36.8
2732,48419,Shelby County,TX,36.1
2733,48421,Sherman County,TX,34.9
2734,48423,Smith County,TX,46.5
2735,48425,Somervell County,TX,44.8
2736,48427,Starr County,TX,95.0
2737,48429,Stephens County,TX,36.8
2738,48431,Sterling County,TX,39.9
2739,48433,Stonewall County,TX,39.8
2740,48435,Sutton County,TX,43.9
2741,48437,Swisher County,TX,40.2
2742,48439,Tarrant County,TX,57.2
2743,48441,Taylor County,TX,50.7
2744,48443,Terrell County,TX,52.6
2745,48445,Terry County,TX,41.8
2746,48447,Throckmorton County,TX,40.8
2747,48449,Titus County,TX,39.7
2748,48451,Tom Green County,TX,50.7
2749,48453,Travis County,TX,70.7
2750,48455,Trinity County,TX,38.7
2751,48457,Tyler County,TX,36.3
2752,48459,Upshur County,TX,34.1
2753,48461,Upton County,TX,40.0
2754,48463,Uvalde County,TX,55.2
2755,48465,Val Verde County,TX,69.4
2756,48467,Van Zandt County,TX,37.4
2757,48469,Victoria County,TX,49.0
2758,48471,Walker County,TX,48.2
2759,48473,Waller County,TX,41.5
2760,48475,Ward County,TX,35.6
2761,48477,Washington County,TX,50.6
2762,48479,Webb County,TX,95.0
2763,48481,Wharton County,TX,50.2
2764,48483,Wheeler County,TX,42.1
2765,48485,Wichita County,TX,52.1
2766,48487,Wilbarger County,TX,52.5
2767,48489,Willacy County,TX,67.0
2768,48491,Williamson County,TX,69.6
2769,48493,Wilson County,TX,52.6
2770,48495,Winkler County,TX,38.9
2771,48497,Wise County,TX,39.0
2772,48499,Wood County,TX,42.9
2773,48501,Yoakum County,TX,40.3
2774,48503,Young County,TX,41.3
2775,48505,Zapata County,TX,60.5
2776,48507,Zavala County,TX,52.3
2777,49001,Beaver County,UT,48.9
2778,49003,Box Elder County,UT,52.9
2779,49005,Cache County,UT,59.3
2780,49007,Carbon County,UT,50.6
2781,49009,Daggett County,UT,67.6
2782,49011,Davis County,UT,68.2
2783,49013,Duchesne County,UT,45.8
2784,49015,Emery County,UT,46.7
2785,49017,Garfield County,UT,58.0
2786,49019,Grand County,UT,68.7
2787,49021,Iron County,UT,46.9
2788,49023,Juab County,UT,37.6
2789,49025,Kane County,UT,51.1
2790,49027,Millard County,UT,46.3
2791,49029,Morgan County,UT,54.9
2792,49031,Piute County,UT,39.1
2793,49033,Rich County,UT,53.4
2794,49035,Salt Lake County,UT,71.4
2795,49037,San Juan County,UT,66.4
2796,49039,Sanpete County,UT,41.9
2797,49041,Sevier County,UT,44.9
2798,49043,Summit County,UT,90.1
2799,49045,Tooele County,UT,60.0
2800,49047,Uintah County,UT,44.3
2801,49049,Utah County,UT,59.2
2802,49051,Wasatch County,UT,61.8
2803,49053,Washington County,UT,53.3
2804,49055,Wayne County,UT,55.0
2805,49057,Weber County,UT,62.3
2806,50001,Addison County,VT,72.4
2807,50003,Bennington County,VT,44.2
2808,50005,Caledonia County,VT,37.7
2809,50007,Chittenden County,VT,75.8
2810,50009,Essex County,VT,41.9
2811,50011,Franklin County,VT,37.8
2812,50013,Grand Isle County,VT,83.3
2813,50015,Lamoille County,VT,64.4
2814,50017,Orange County,VT,54.7
2815,50019,Orleans County,VT,59.8
2816,50021,Rutland County,VT,70.7
2817,50023,Washington County,VT,48.3
2818,50025,Windham County,VT,70.1
2819,50027,Windsor County,VT,51.4
2820,51001,Accomack County,VA,75.0
2821,51003,Albemarle County,VA,66.1
2822,51005,Alleghany County,VA,39.7
2823,51007,Amelia County,VA,34.1
2824,51009,Amherst County,VA,47.2
2825,51011,Appomattox County,VA,32.4
2826,51013,Arlington County,VA,73.1
2827,51015,Augusta County,VA,49.4
2828,51017,Bath County,VA,43.8
2829,51019,Bedford County,VA,45.3
2830,51021,Bland County,VA,39.6
2831,51023,Botetourt County,VA,50.1
2832,51025,Brunswick County,VA,54.5
2833,51027,Buchanan County,VA,48.4
2834,51029,Buckingham County,VA,39.6
2835,51031,Campbell County,VA,40.2
2836,51033,Caroline County,VA,43.0
2837,51035,Carroll County,VA,33.4
2838,51036,Charles City County,VA,80.9
2839,51037,Charlotte County,VA,38.6
2840,51041,Chesterfield County,VA,57.5
2841,51043,Clarke County,VA,65.7
2842,51045,Craig County,VA,33.1
2843,51047,Culpeper County,VA,49.2
2844,51049,Cumberland County,VA,36.8
2845,51051,Dickenson County,VA,48.1
2846,51053,Dinwiddie County,VA,48.5
2847,51057,Essex County,VA,46.2
2848,51059,Fairfax County,VA,79.0
2849,51061,Fauquier County,VA,65.8
2850,51063,Floyd County,VA,38.1
2851,51065,Fluvanna County,VA,63.7
2852,51067,Franklin County,VA,44.2
2853,51069,Frederick County,VA,48.9
2854,51071,Giles County,VA,45.5
2855,51073,Gloucester County,VA,63.8
2856,51075,Goochland County,VA,66.6
2857,51077,Grayson County,VA,41.6
2858,51079,Greene County,VA,45.9
2859,51081,Greensville County,VA,37.1
2860,51083,Halifax County,VA,44.0
2861,51085,Hanover County,VA,59.5
2862,51087,Henrico County,VA,55.5
2863,51089,Henry County,VA,39.6
2864,51091,Highland County,VA,61.1
2865,51093,Isle of Wight County,VA,52.3
2866,51095,James City County,VA,56.5
2867,51097,King and Queen County,VA,51.9
2868,51099,King George County,VA,41.6
2869,51101,King William County,VA,52.5
2870,51103,Lancaster County,VA,61.0
2871,51105,Lee County,VA,51.5
2872,51107,Loudoun County,VA,74.8
2873,51109,Louisa County,VA,41.5
2874,51111,Lunenburg County,VA,50.6
2875,51113,Madison County,VA,56.2
2876,51115,Mathews County,VA,62.4
2877,51117,Mecklenburg County,VA,43.0
2878,51119,Middlesex County,VA,64.1
2879,51121,Montgomery County,VA,46.9
2880,51125,Nelson County,VA,56.9
2881,51127,New Kent County,VA,52.3
2882,51131,Northampton County,VA,72.2
2883,51133,Northumberland County,VA,54.5
2884,51135,Nottoway County,VA,43.2
2885,51137,Orange County,VA,44.2
2886,51139,Page County,VA,38.4
2887,51141,Patrick County,VA,40.6
2888,51143,Pittsylvania County,VA,42.2
2889,51145,Powhatan County,VA,38.7
2890,51147,Prince Edward County,VA,30.8
2891,51149,Prince George County,VA,52.4
2892,51153,Prince William County,VA,74.5
2893,51155,Pulaski County,VA,44.2
2894,51157,Rappahannock County,VA,53.5
2895,51159,Richmond County,VA,41.6
2896,51161,Roanoke County,VA,49.5
2897,51163,Rockbridge County,VA,46.4
2898,51165,Rockingham County,VA,43.5
2899,51167,Russell County,VA,47.6
2900,51169,Scott County,VA,57.5
2901,51171,Shenandoah County,VA,50.1
2902,51173,Smyth County,VA,49.3
2903,51175,Southampton County,VA,37.4
2904,51177,Spotsylvania County,VA,45.1
2905,51179,Stafford County,VA,60.2
2906,51181,Surry County,VA,56.3
2907,51183,Sussex County,VA,35.7
2908,51185,Tazewell County,VA,44.6
2909,51187,Warren County,VA,37.4
2910,51191,Washington County,VA,58.7
2911,51193,Westmoreland County,VA,45.7
2912,51195,Wise County,VA,49.6
2913,51197,Wythe County,VA,39.8
2914,51199,York County,VA,68.2
2915,51510,Alexandria city,VA,65.0
2916,51520,Bristol city,VA,70.0
2917,51530,Buena Vista city,VA,37.1
2918,51540,Charlottesville city,VA,51.1
2919,51550,Chesapeake city,VA,53.3
2920,51570,Colonial Heights city,VA,36.1
2921,51580,Covington city,VA,34.0
2922,51590,Danville city,VA,34.0
2923,51595,Emporia city,VA,33.1
2924,51600,Fairfax city,VA,68.9
2925,51610,Falls Church city,VA,56.4
2926,51620,Franklin city,VA,38.5
2927,51630,Fredericksburg city,VA,40.8
2928,51640,Galax city,VA,37.5
2929,51650,Hampton city,VA,62.2
2930,51660,Harrisonburg city,VA,38.0
2931,51670,Hopewell city,VA,31.7
2932,51678,Lexington city,VA,39.5
2933,51680,Lynchburg city,VA,30.6
2934,51683,Manassas city,VA,48.6
2935,51685,Manassas Park city,VA,44.2
2936,51690,Martinsville city,VA,39.4
2937,51700,Newport News city,VA,52.7
2938,51710,Norfolk city,VA,70.3
2939,51720,Norton city,VA,32.7
2940,51730,Petersburg city,VA,35.1
2941,51735,Poquoson city,VA,43.6
2942,51740,Portsmouth city,VA,50.6
2943,51750,Radford city,VA,35.0
2944,51760,Richmond city,VA,42.8
2945,51770,Roanoke city,VA,41.4
2946,51775,Salem city,VA,46.7
2947,51790,Staunton city,VA,46.9
2948,51800,Suffolk city,VA,54.3
2949,51810,Virginia Beach city,VA,63.4
2950,51820,Waynesboro city,VA,43.3
2951,51830,Williamsburg city,VA,39.8
2952,51840,Winchester city,VA,43.1
2953,53001,Adams County,WA,61.5
2954,53003,Asotin County,WA,42.7
2955,53005,Benton County,WA,57.8
2956,53007,Chelan County,WA,71.6
2957,53009,Clallam County,WA,69.5
2958,53011,Clark County,WA,66.2
2959,53013,Columbia County,WA,47.1
2960,53015,Cowlitz County,WA,60.1
2961,53017,Douglas County,WA,62.6
2962,53019,Ferry County,WA,58.0
2963,53021,Franklin County,WA,54.1
2964,53023,Garfield County,WA,39.9
2965,53025,Grant County,WA,58.1
2966,53027,Grays Harbor County,WA,62.3
2967,53029,Island County,WA,76.4
2968,53031,Jefferson County,WA,78.0
2969,53033,King County,WA,82.8
2970,53035,Kitsap County,WA,70.8
2971,53037,Kittitas County,WA,54.9
2972,53039,Klickitat County,WA,48.3
2973,53041,Lewis County,WA,52.4
2974,53043,Lincoln County,WA,58.4
