,fips,Recip_County,ST,Vax_Pct
1510,29055,Crawford County,MO,34.1
1511,29057,Dade County,MO,44.1
1512,29059,Dallas County,MO,35.7
1513,29061,Daviess County,MO,34.1
1514,29063,DeKalb County,MO,28.5
1515,29065,Dent County,MO,35.0
1516,29067,Douglas County,MO,24.5
1517,29069,Dunklin County,MO,38.4
1518,29071,Franklin County,MO,55.1
1519,29073,Gasconade County,MO,51.3
1520,29075,Gentry County,MO,44.7
1521,29077,Greene County,MO,50.3
1522,29079,Grundy County,MO,36.4
1523,29081,Harrison County,MO,35.1
1524,29083,Henry County,MO,47.0
1525,29085,Hickory County,MO,38.8
1526,29087,Holt County,MO,42.9
1527,29089,Howard County,MO,43.8
1528,29091,Howell County,MO,33.9
1529,29093,Iron County,MO,39.5
1530,29095,Jackson County,MO,58.8
1531,29097,Jasper County,MO,48.3
1532,29099,Jefferson County,MO,45.7
1533,29101,Johnson County,MO,45.1
1534,29103,Knox County,MO,40.4
1535,29105,Laclede County,MO,38.4
1536,29107,Lafayette County,MO,46.7
1537,29109,Lawrence County,MO,38.8
1538,29111,Lewis County,MO,34.8
1539,29113,Lincoln County,MO,39.9
1540,29115,Linn County,MO,47.5
1541,29117,Livingston County,MO,43.6
1542,29119,McDonald County,MO,34.3
1543,29121,Macon County,MO,41.6
1544,29123,Madison County,MO,40.7
1545,29125,Maries County,MO,44.6
1546,29127,Marion County,MO,42.9
1547,29129,Mercer County,MO,36.4
1548,29131,Miller County,MO,34.0
1549,29133,Mississippi County,MO,43.7
1550,29135,Moniteau County,MO,36.5
1551,29137,Monroe County,MO,45.4
1552,29139,Montgomery County,MO,49.6
1553,29141,Morgan County,MO,37.5
1554,29143,New Madrid County,MO,34.4
1555,29145,Newton County,MO,26.5
1556,29147,Nodaway County,MO,49.9
1557,29149,Oregon County,MO,32.1
1558,29151,Osage County,MO,40.3
1559,29153,Ozark County,MO,32.3
1560,29155,Pemiscot County,MO,32.3
1561,29157,Perry County,MO,40.1
1562,29159,Pettis County,MO,43.8
1563,29161,Phelps County,MO,44.7
1564,29163,Pike County,MO,38.0
1565,29165,Platte County,MO,58.3
1566,29167,Polk County,MO,39.5
1567,29169,Pulaski County,MO,56.2
1568,29171,Putnam County,MO,35.0
1569,29173,Ralls County,MO,29.1
1570,29175,Randolph County,MO,39.0
1571,29177,Ray County,MO,40.6
1572,29179,Reynolds County,MO,27.8
1573,29181,Ripley County,MO,30.0
1574,29183,St. Charles County,MO,62.5
1575,29185,St. Clair County,MO,35.0
1576,29186,Ste. Genevieve County,MO,45.6
1577,29187,St. Francois County,MO,44.4
1578,29189,St. Louis County,MO,65.9
1579,29195,Saline County,MO,47.5
1580,29197,Schuyler County,MO,27.4
1581,29199,Scotland County,MO,26.9
1582,29201,Scott County,MO,44.3
1583,29203,Shannon County,MO,31.2
1584,29205,Shelby County,MO,47.7
1585,29207,Stoddard County,MO,40.6
1586,29209,Stone County,MO,38.2
1587,29211,Sullivan County,MO,43.9
1588,29213,Taney County,MO,41.3
1589,29215,Texas County,MO,33.2
1590,29217,Vernon County,MO,35.9
1591,29219,Warren County,MO,42.5
1592,29221,Washington County,MO,32.6
1593,29223,Wayne County,MO,37.0
1594,29225,Webster County,MO,42.9
1595,29227,Worth County,MO,42.0
1596,29229,Wright County,MO,36.2
1597,29510,St. Louis city,MO,60.8
1598,30001,Beaverhead County,MT,54.8
1599,30003,Big Horn County,MT,91.5
1600,30005,Blaine County,MT,88.0
1601,30007,Broadwater County,MT,34.5
1602,30009,Carbon County,MT,48.0
1603,30011,Carter County,MT,31.8
1604,30013,Cascade County,MT,55.7
1605,30015,Chouteau County,MT,33.8
1606,30017,Custer County,MT,44.9
1607,30019,Daniels County,MT,42.5
1608,30021,Dawson County,MT,38.3
1609,30023,Deer Lodge County,MT,59.1
1610,30025,Fallon County,MT,34.9
1611,30027,Fergus County,MT,48.0
1612,30029,Flathead County,MT,43.6
1613,30031,Gallatin County,MT,60.5
1614,30033,Garfield County,MT,19.7
1615,30035,Glacier County,MT,87.5
1616,30037,Golden Valley County,MT,47.5
1617,30039,Granite County,MT,37.8
1618,30041,Hill County,MT,71.7
1619,30043,Jefferson County,MT,51.7
1620,30045,Judith Basin County,MT,40.2
1621,30047,Lake County,MT,57.9
1622,30049,Lewis and Clark County,MT,61.0
1623,30051,Liberty County,MT,34.5
1624,30053,Lincoln County,MT,36.0
1625,30055,McCone County,MT,18.1
1626,30057,Madison County,MT,45.4
1627,30059,Meagher County,MT,51.6
1628,30061,Mineral County,MT,55.4
1629,30063,Missoula County,MT,65.6
1630,30065,Musselshell County,MT,35.5
1631,30067,Park County,MT,59.9
1632,30069,Petroleum County,MT,31.2
1633,30071,Phillips County,MT,45.2
1634,30073,Pondera County,MT,56.0
1635,30075,Powder River County,MT,23.2
1636,30077,Powell County,MT,45.9
1637,30079,Prairie County,MT,38.5
1638,30081,Ravalli County,MT,49.8
1639,30083,Richland County,MT,40.7
1640,30085,Roosevelt County,MT,85.0
1641,30087,Rosebud County,MT,86.0
1642,30089,Sanders County,MT,39.3
1643,30091,Sheridan County,MT,49.0
1644,30093,Silver Bow County,MT,62.3
1645,30095,Stillwater County,MT,42.7
1646,30097,Sweet Grass County,MT,41.3
1647,30099,Teton County,MT,42.7
1648,30101,Toole County,MT,47.0
1649,30103,Treasure County,MT,49.3
1650,30105,Valley County,MT,48.1
1651,30107,Wheatland County,MT,36.5
1652,30109,Wibaux County,MT,28.9
1653,30111,Yellowstone County,MT,52.6
1654,31001,Adams County,NE,43.0
1655,31003,Antelope County,NE,37.9
1656,31005,Arthur County,NE,20.1
1657,31007,Banner County,NE,32.9
1658,31009,Blaine County,NE,26.5
1659,31011,Boone County,NE,49.9
1660,31013,Box Butte County,NE,34.7
1661,31015,Boyd County,NE,36.1
1662,31017,Brown County,NE,37.5
1663,31019,Buffalo County,NE,43.0
1664,31021,Burt County,NE,59.7
1665,31023,Butler County,NE,52.2
1666,31025,Cass County,NE,63.2
1667,31027,Cedar County,NE,42.0
1668,31029,Chase County,NE,34.1
1669,31031,Cherry County,NE,35.7
1670,31033,Cheyenne County,NE,43.6
1671,31035,Clay County,NE,42.3
1672,31037,Colfax County,NE,48.7
1673,31039,Cuming County,NE,54.0
1674,31041,Custer County,NE,38.8
1675,31043,Dakota County,NE,66.5
1676,31045,Dawes County,NE,40.2
1677,31047,Dawson County,NE,50.4
1678,31049,Deuel County,NE,36.0
1679,31051,Dixon County,NE,44.7
1680,31053,Dodge County,NE,55.1
1681,31055,Douglas County,NE,68.4
1682,31057,Dundy County,NE,39.5
1683,31059,Fillmore County,NE,53.1
1684,31061,Franklin County,NE,39.4
1685,31063,Frontier County,NE,28.5
1686,31065,Furnas County,NE,45.5
1687,31067,Gage County,NE,46.3
1688,31069,Garden County,NE,45.8
1689,31071,Garfield County,NE,30.8
1690,31073,Gosper County,NE,40.9
1691,31075,Grant County,NE,21.5
1692,31077,Greeley County,NE,41.0
1693,31079,Hall County,NE,51.9
1694,31081,Hamilton County,NE,47.2
1695,31083,Harlan County,NE,40.7
1696,31085,Hayes County,NE,25.8
1697,31087,Hitchcock County,NE,35.0
1698,31089,Holt County,NE,43.6
1699,31091,Hooker County,NE,42.8
1700,31093,Howard County,NE,42.8
1701,31095,Jefferson County,NE,56.2
1702,31097,Johnson County,NE,55.3
1703,31099,Kearney County,NE,48.0
1704,31101,Keith County,NE,38.5
1705,31103,Keya Paha County,NE,29.8
1706,31105,Kimball County,NE,35.7
1707,31107,Knox County,NE,50.7
1708,31109,Lancaster County,NE,67.9
1709,31111,Lincoln County,NE,34.0
1710,31113,Logan County,NE,22.1
1711,31115,Loup County,NE,30.0
1712,31117,McPherson County,NE,14.8
1713,31119,Madison County,NE,47.0
1714,31121,Merrick County,NE,44.4
1715,31123,Morrill County,NE,36.2
1716,31125,Nance County,NE,29.4
1717,31127,Nemaha County,NE,51.1
1718,31129,Nuckolls County,NE,50.7
1719,31131,Otoe County,NE,57.3
1720,31133,Pawnee County,NE,44.0
1721,31135,Perkins County,NE,41.5
1722,31137,Phelps County,NE,41.0
1723,31139,Pierce County,NE,37.8
1724,31141,Platte County,NE,48.0
1725,31143,Polk County,NE,42.2
1726,31145,Red Willow County,NE,37.6
1727,31147,Richardson County,NE,53.2
1728,31149,Rock County,NE,38.3
1729,31151,Saline County,NE,54.2
1730,31153,Sarpy County,NE,67.5
1731,31155,Saunders County,NE,53.9
1732,31157,Scotts Bluff County,NE,42.5
1733,31159,Seward County,NE,50.8
1734,31161,Sheridan County,NE,33.5
1735,31163,Sherman County,NE,40.3
1736,31165,Sioux County,NE,25.4
1737,31167,Stanton County,NE,29.1
1738,31169,Thayer County,NE,48.4
1739,31171,Thomas County,NE,25.3
1740,31173,Thurston County,NE,80.5
1741,31175,Valley County,NE,33.8
1742,31177,Washington County,NE,57.2
1743,31179,Wayne County,NE,42.3
1744,31181,Webster County,NE,39.0
1745,31183,Wheeler County,NE,32.4
1746,31185,York County,NE,53.1
1747,32001,Churchill County,NV,54.8
1748,32003,Clark County,NV,58.9
1749,32005,Douglas County,NV,52.4
1750,32007,Elko County,NV,43.7
1751,32009,Esmeralda County,NV,41.8
1752,32011,Eureka County,NV,27.8
1753,32013,Humboldt County,NV,43.0
1754,32015,Lander County,NV,40.9
1755,32017,Lincoln County,NV,39.0
1756,32019,Lyon County,NV,42.8
1757,32021,Mineral County,NV,61.2
1758,32023,Nye County,NV,47.6
1759,32027,Pershing County,NV,36.7
1760,32029,Storey County,NV,23.4
1761,32031,Washoe County,NV,65.6
1762,32033,White Pine County,NV,54.5
1763,32510,Carson City,NV,65.6
1764,33001,Belknap County,NH,64.1
1765,33003,Carroll County,NH,75.5
1766,33005,Cheshire County,NH,64.2
1767,33007,Coos County,NH,69.2
1768,33009,Grafton County,NH,77.5
1769,33011,Hillsborough County,NH,65.4
1770,33013,Merrimack County,NH,70.8
1771,33015,Rockingham County,NH,69.8
1772,33017,Strafford County,NH,65.9
1773,33019,Sullivan County,NH,63.9
1774,34001,Atlantic County,NJ,68.8
1775,34003,Bergen County,NJ,79.3
1776,34005,Burlington County,NJ,76.5
1777,34007,Camden County,NJ,70.9
1778,34009,Cape May County,NJ,76.1
1779,34011,Cumberland County,NJ,54.1
1780,34013,Essex County,NJ,74.6
1781,34015,Gloucester County,NJ,63.6
1782,34017,Hudson County,NJ,79.8
1783,34019,Hunterdon County,NJ,72.8
1784,34021,Mercer County,NJ,73.1
1785,34023,Middlesex County,NJ,75.2
1786,34025,Monmouth County,NJ,69.6
1787,34027,Morris County,NJ,79.1
1788,34029,Ocean County,NJ,55.7
1789,34031,Passaic County,NJ,71.7
1790,34033,Salem County,NJ,57.0
1791,34035,Somerset County,NJ,77.8
1792,34037,Sussex County,NJ,64.0
1793,34039,Union County,NJ,73.2
1794,34041,Warren County,NJ,69.7
1795,35001,Bernalillo County,NM,71.8
1796,35003,Catron County,NM,47.1
1797,35005,Chaves County,NM,46.1
1798,35006,Cibola County,NM,72.6
1799,35007,Colfax County,NM,63.4
1800,35009,Curry County,NM,54.4
1801,35011,De Baca County,NM,51.3
1802,35013,Dona Ana County,NM,77.6
1803,35015,Eddy County,NM,48.0
1804,35017,Grant County,NM,70.8
1805,35019,Guadalupe County,NM,70.7
1806,35021,Harding County,NM,60.3
1807,35023,Hidalgo County,NM,59.7
1808,35025,Lea County,NM,45.2
1809,35027,Lincoln County,NM,59.9
1810,35028,Los Alamos County,NM,85.8
1811,35029,Luna County,NM,76.9
1812,35031,McKinley County,NM,94.4
1813,35033,Mora County,NM,66.0
1814,35035,Otero County,NM,62.4
1815,35037,Quay County,NM,51.2
1816,35039,Rio Arriba County,NM,80.9
1817,35041,Roosevelt County,NM,39.3
1818,35043,Sandoval County,NM,73.5
1819,35045,San Juan County,NM,77.1
1820,35047,San Miguel County,NM,68.8
1821,35049,Santa Fe County,NM,83.8
1822,35051,Sierra County,NM,67.8
1823,35053,Socorro County,NM,70.2
1824,35055,Taos County,NM,84.6
1825,35057,Torrance County,NM,49.4
1826,35059,Union County,NM,45.3
1827,35061,Valencia County,NM,60.9
1828,36001,Albany County,NY,76.2
1829,36003,Allegany County,NY,45.2
1830,36005,Bronx County,NY,76.6
1831,36007,Broome County,NY,64.7
1832,36009,Cattaraugus County,NY,57.2
1833,36011,Cayuga County,NY,60.1
1834,36013,Chautauqua County,NY,60.5
1835,36015,Chemung County,NY,62.1
1836,36017,Chenango County,NY,62.1
1837,36019,Clinton County,NY,73.6
1838,36021,Columbia County,NY,76.2
1839,36023,Cortland County,NY,60.3
1840,36025,Delaware County,NY,58.2
1841,36027,Dutchess County,NY,71.7
1842,36029,Erie County,NY,71.1
1843,36031,Essex County,NY,72.8
1844,36033,Franklin County,NY,71.5
1845,36035,Fulton County,NY,55.3
1846,36037,Genesee County,NY,60.7
1847,36039,Greene County,NY,63.7
1848,36041,Hamilton County,NY,84.2
1849,36043,Herkimer County,NY,60.3
1850,36045,Jefferson County,NY,75.4
1851,36047,Kings County,NY,73.6
1852,36049,Lewis County,NY,52.7
1853,36051,Livingston County,NY,60.4
1854,36053,Madison County,NY,61.9
1855,36055,Monroe County,NY,73.7
1856,36057,Montgomery County,NY,68.2
1857,36059,Nassau County,NY,84.1
1858,36061,New York County,NY,87.9
1859,36063,Niagara County,NY,67.5
1860,36065,Oneida County,NY,64.0
1861,36067,Onondaga County,NY,74.8
1862,36069,Ontario County,NY,69.3
1863,36071,Orange County,NY,66.5
1864,36073,Orleans County,NY,55.9
1865,36075,Oswego County,NY,60.3
1866,36077,Otsego County,NY,62.8
1867,36079,Putnam County,NY,75.6
1868,36081,Queens County,NY,88.3
1869,36083,Rensselaer County,NY,71.9
1870,36085,Richmond County,NY,75.4
1871,36087,Rockland County,NY,65.9
1872,36089,St. Lawrence County,NY,61.8
1873,36091,Saratoga County,NY,80.7
1874,36093,Schenectady County,NY,74.5
1875,36095,Schoharie County,NY,57.8
1876,36097,Schuyler County,NY,63.4
1877,36099,Seneca County,NY,54.4
1878,36101,Steuben County,NY,61.7
1879,36103,Suffolk County,NY,77.4
1880,36105,Sullivan County,NY,62.2
1881,36107,Tioga County,NY,61.9
1882,36109,Tompkins County,NY,81.1
1883,36111,Ulster County,NY,74.3
1884,36113,Warren County,NY,78.8
1885,36115,Washington County,NY,68.1
1886,36117,Wayne County,NY,63.5
1887,36119,Westchester County,NY,84.0
1888,36121,Wyoming County,NY,52.4
1889,36123,Yates County,NY,53.9
1890,37001,Alamance County,NC,61.8
1891,37003,Alexander County,NC,47.5
1892,37005,Alleghany County,NC,62.4
1893,37007,Anson County,NC,47.7
1894,37009,Ashe County,NC,56.8
1895,37011,Avery County,NC,56.5
1896,37013,Beaufort County,NC,57.1
1897,37015,Bertie County,NC,53.5
1898,37017,Bladen County,NC,64.2
1899,37019,Brunswick County,NC,67.2
1900,37021,Buncombe County,NC,70.6
1901,37023,Burke County,NC,49.3
1902,37025,Cabarrus County,NC,59.7
1903,37027,Caldwell County,NC,48.6
1904,37029,Camden County,NC,64.1
1905,37031,Carteret County,NC,67.6
1906,37033,Caswell County,NC,51.2
1907,37035,Catawba County,NC,58.2
1908,37037,Chatham County,NC,66.6
1909,37039,Cherokee County,NC,59.7
1910,37041,Chowan County,NC,59.0
1911,37043,Clay County,NC,56.9
1912,37045,Cleveland County,NC,52.0
1913,37047,Columbus County,NC,46.2
1914,37049,Craven County,NC,64.5
1915,37051,Cumberland County,NC,62.5
1916,37053,Currituck County,NC,62.1
1917,37055,Dare County,NC,79.2
1918,37057,Davidson County,NC,49.6
1919,37059,Davie County,NC,60.1
1920,37061,Duplin County,NC,46.3
1921,37063,Durham County,NC,75.1
1922,37065,Edgecombe County,NC,50.3
1923,37067,Forsyth County,NC,65.9
1924,37069,Franklin County,NC,54.6
1925,37071,Gaston County,NC,52.9
1926,37073,Gates County,NC,54.7
1927,37075,Graham County,NC,51.3
1928,37077,Granville County,NC,64.9
1929,37079,Greene County,NC,64.6
1930,37081,Guilford County,NC,65.8
1931,37083,Halifax County,NC,55.5
1932,37085,Harnett County,NC,43.7
1933,37087,Haywood County,NC,60.4
1934,37089,Henderson County,NC,61.3
1935,37091,Hertford County,NC,49.7
1936,37093,Hoke County,NC,42.1
1937,37095,Hyde County,NC,68.2
1938,37097,Iredell County,NC,55.4
1939,37099,Jackson County,NC,57.2
1940,37101,Johnston County,NC,54.8
1941,37103,Jones County,NC,57.0
1942,37105,Lee County,NC,59.4
1943,37107,Lenoir County,NC,56.9
1944,37109,Lincoln County,NC,50.8
1945,37111,McDowell County,NC,54.6
1946,37113,Macon County,NC,60.4
1947,37115,Madison County,NC,58.3
1948,37117,Martin County,NC,53.9
1949,37119,Mecklenburg County,NC,66.3
1950,37121,Mitchell County,NC,51.6
1951,37123,Montgomery County,NC,44.2
1952,37125,Moore County,NC,63.3
1953,37127,Nash County,NC,60.7
1954,37129,New Hanover County,NC,66.7
1955,37131,Northampton County,NC,49.5
1956,37133,Onslow County,NC,61.7
1957,37135,Orange County,NC,84.1
1958,37137,Pamlico County,NC,59.1
1959,37139,Pasquotank County,NC,56.1
1960,37141,Pender County,NC,54.2
1961,37143,Perquimans County,NC,50.1
1962,37145,Person County,NC,58.8
1963,37147,Pitt County,NC,56.7
1964,37149,Polk County,NC,45.2
1965,37151,Randolph County,NC,45.9
1966,37153,Richmond County,NC,49.3
1967,37155,Robeson County,NC,43.6
1968,37157,Rockingham County,NC,52.7
1969,37159,Rowan County,NC,46.6
1970,37161,Rutherford County,NC,43.3
1971,37163,Sampson County,NC,53.3
1972,37165,Scotland County,NC,49.9
1973,37167,Stanly County,NC,45.1
1974,37169,Stokes County,NC,48.7
1975,37171,Surry County,NC,53.5
1976,37173,Swain County,NC,60.3
1977,37175,Transylvania County,NC,59.5
1978,37177,Tyrrell County,NC,49.8
1979,37179,Union County,NC,58.1
1980,37181,Vance County,NC,59.6
1981,37183,Wake County,NC,77.2
1982,37185,Warren County,NC,57.9
1983,37187,Washington County,NC,52.0
1984,37189,Watauga County,NC,57.3
1985,37191,Wayne County,NC,50.6
1986,37193,Wilkes County,NC,48.8
1987,37195,Wilson County,NC,55.7
1988,37197,Yadkin County,NC,51.6
1989,37199,Yancey County,NC,52.9
1990,38001,Adams County,ND,48.7
1991,38003,Barnes County,ND,59.2
1992,38005,Benson County,ND,53.1
1993,38007,Billings County,ND,21.3
1994,38009,Bottineau County,ND,51.3
1995,38011,Bowman County,ND,39.1
1996,38013,Burke County,ND,40.0
1997,38015,Burleigh County,ND,52.2
1998,38017,Cass County,ND,61.9
1999,38019,Cavalier County,ND,61.3
2000,38021,Dickey County,ND,53.8
2001,38023,Divide County,ND,41.8
2002,38025,Dunn County,ND,26.0
2003,38027,Eddy County,ND,52.5
2004,38029,Emmons County,ND,34.8
2005,38031,Foster County,ND,55.1
2006,38033,Golden Valley County,ND,30.6
2007,38035,Grand Forks County,ND,60.3
2008,38037,Grant County,ND,24.3
2009,38039,Griggs County,ND,46.7
2010,38041,Hettinger County,ND,39.9
2011,38043,Kidder County,ND,33.8
2012,38045,LaMoure County,ND,49.3
2013,38047,Logan County,ND,38.4
2014,38049,McHenry County,ND,42.6
2015,38051,McIntosh County,ND,44.4
2016,38053,McKenzie County,ND,23.1
2017,38055,McLean County,ND,47.2
2018,38057,Mercer County,ND,39.4
2019,38059,Morton County,ND,46.5
2020,38061,Mountrail County,ND,44.2
2021,38063,Nelson County,ND,71.7
2022,38065,Oliver County,ND,26.4
2023,38067,Pembina County,ND,56.7
2024,38069,Pierce County,ND,45.8
2025,38071,Ramsey County,ND,58.6
2026,38073,Ransom County,ND,60.7
2027,38075,Renville County,ND,39.8
2028,38077,Richland County,ND,53.3
2029,38079,Rolette County,ND,73.1
2030,38081,Sargent County,ND,60.4
2031,38083,Sheridan County,ND,37.0
2032,38085,Sioux County,ND,64.7
2033,38087,Slope County,ND,11.2
2034,38089,Stark County,ND,37.5
2035,38091,Steele County,ND,47.5
2036,38093,Stutsman County,ND,54.4
2037,38095,Towner County,ND,48.1
2038,38097,Traill County,ND,55.0
2039,38099,Walsh County,ND,59.2
2040,38101,Ward County,ND,52.0
2041,38103,Wells County,ND,43.9
2042,38105,Williams County,ND,30.9
2043,39001,Adams County,OH,36.0
2044,39003,Allen County,OH,44.9
2045,39005,Ashland County,OH,44.2
2046,39007,Ashtabula County,OH,54.0
2047,39009,Athens County,OH,51.0
2048,39011,Auglaize County,OH,39.8
2049,39013,Belmont County,OH,49.6
2050,39015,Brown County,OH,41.9
2051,39017,Butler County,OH,58.0
2052,39019,Carroll County,OH,44.7
2053,39021,Champaign County,OH,46.3
2054,39023,Clark County,OH,53.6
2055,39025,Clermont County,OH,58.0
2056,39027,Clinton County,OH,50.1
2057,39029,Columbiana County,OH,50.2
2058,39031,Coshocton County,OH,39.8
2059,39033,Crawford County,OH,45.9
2060,39035,Cuyahoga County,OH,66.2
2061,39037,Darke County,OH,40.4
2062,39039,Defiance County,OH,50.1
2063,39041,Delaware County,OH,76.9
2064,39043,Erie County,OH,60.1
2065,39045,Fairfield County,OH,59.1
2066,39047,Fayette County,OH,45.2
2067,39049,Franklin County,OH,65.5
2068,39051,Fulton County,OH,53.4
2069,39053,Gallia County,OH,47.6
2070,39055,Geauga County,OH,62.2
2071,39057,Greene County,OH,63.8
2072,39059,Guernsey County,OH,45.1
2073,39061,Hamilton County,OH,63.8
2074,39063,Hancock County,OH,51.7
2075,39065,Hardin County,OH,39.2
2076,39067,Harrison County,OH,43.6
2077,39069,Henry County,OH,54.7
2078,39071,Highland County,OH,38.5
2079,39073,Hocking County,OH,49.4
2080,39075,Holmes County,OH,18.4
2081,39077,Huron County,OH,48.7
2082,39079,Jackson County,OH,48.5
2083,39081,Jefferson County,OH,50.9
2084,39083,Knox County,OH,44.0
2085,39085,Lake County,OH,66.6
2086,39087,Lawrence County,OH,51.3
2087,39089,Licking County,OH,55.7
2088,39091,Logan County,OH,43.5
2089,39093,Lorain County,OH,64.9
2090,39095,Lucas County,OH,59.0
2091,39097,Madison County,OH,53.9
2092,39099,Mahoning County,OH,58.2
2093,39101,Marion County,OH,50.1
2094,39103,Medina County,OH,65.1
2095,39105,Meigs County,OH,48.0
2096,39107,Mercer County,OH,38.7
2097,39109,Miami County,OH,48.6
2098,39111,Monroe County,OH,48.2
2099,39113,Montgomery County,OH,57.4
2100,39115,Morgan County,OH,43.5
2101,39117,Morrow County,OH,42.6
2102,39119,Muskingum County,OH,49.1
2103,39121,Noble County,OH,47.6
2104,39123,Ottawa County,OH,62.5
2105,39125,Paulding County,OH,43.1
2106,39127,Perry County,OH,41.7
2107,39129,Pickaway County,OH,51.9
2108,39131,Pike County,OH,45.9
2109,39133,Portage County,OH,58.2
2110,39135,Preble County,OH,43.7
2111,39137,Putnam County,OH,49.7
2112,39139,Richland County,OH,45.5
2113,39141,Ross County,OH,51.7
2114,39143,Sandusky County,OH,53.4
2115,39145,Scioto County,OH,51.2
2116,39147,Seneca County,OH,49.9
2117,39149,Shelby County,OH,36.6
2118,39151,Stark County,OH,55.8
2119,39153,Summit County,OH,64.6
2120,39155,Trumbull County,OH,55.9
2121,39157,Tuscarawas County,OH,45.3
2122,39159,Union County,OH,64.8
2123,39161,Van Wert County,OH,44.3
2124,39163,Vinton County,OH,39.8
2125,39165,Warren County,OH,65.8
2126,39167,Washington County,OH,56.6
2127,39169,Wayne County,OH,46.3
2128,39171,Williams County,OH,45.2
2129,39173,Wood County,OH,61.9
2130,39175,Wyandot County,OH,48.3
2131,40001,Adair County,OK,37.7
2132,40003,Alfalfa County,OK,46.1
2133,40005,Atoka County,OK,37.2
2134,40007,Beaver County,OK,32.5
2135,40009,Beckham County,OK,42.0
2136,40011,Blaine County,OK,47.4
2137,40013,Bryan County,OK,44.3
2138,40015,Caddo County,OK,66.9
2139,40017,Canadian County,OK,59.8
2140,40019,Carter County,OK,45.2
2141,40021,Cherokee County,OK,49.6
2142,40023,Choctaw County,OK,36.2
2143,40025,Cimarron County,OK,33.4
2144,40027,Cleveland County,OK,58.0
2145,40029,Coal County,OK,41.9
2146,40031,Comanche County,OK,63.1
2147,40033,Cotton County,OK,50.7
2148,40035,Craig County,OK,54.5
2149,40037,Creek County,OK,44.8
2150,40039,Custer County,OK,49.5
2151,40041,Delaware County,OK,43.3
2152,40043,Dewey County,OK,25.7
2153,40045,Ellis County,OK,35.6
2154,40047,Garfield County,OK,51.4
2155,40049,Garvin County,OK,47.3
2156,40051,Grady County,OK,39.1
2157,40053,Grant County,OK,43.2
2158,40055,Greer County,OK,37.5
2159,40057,Harmon County,OK,50.2
2160,40059,Harper County,OK,45.7
2161,40061,Haskell County,OK,42.3
2162,40063,Hughes County,OK,47.0
2163,40065,Jackson County,OK,55.1
2164,40067,Jefferson County,OK,42.3
2165,40069,Johnston County,OK,43.3
2166,40071,Kay County,OK,44.1
2167,40073,Kingfisher County,OK,48.7
2168,40075,Kiowa County,OK,52.0
2169,40077,Latimer County,OK,35.4
2170,40079,Le Flore County,OK,40.1
2171,40081,Lincoln County,OK,41.3
2172,40083,Logan County,OK,36.0
2173,40085,Love County,OK,43.1
2174,40087,McClain County,OK,49.2
2175,40089,McCurtain County,OK,37.0
2176,40091,McIntosh County,OK,55.1
2177,40093,Major County,OK,50.9
2178,40095,Marshall County,OK,45.8
2179,40097,Mayes County,OK,44.5
2180,40099,Murray County,OK,45.5
2181,40101,Muskogee County,OK,53.0
2182,40103,Noble County,OK,63.8
2183,40105,Nowata County,OK,44.9
2184,40107,Okfuskee County,OK,47.9
2185,40109,Oklahoma County,OK,67.0
2186,40111,Okmulgee County,OK,43.6
2187,40113,Osage County,OK,35.7
2188,40115,Ottawa County,OK,40.0
2189,40117,Pawnee County,OK,50.3
2190,40119,Payne County,OK,50.2
2191,40121,Pittsburg County,OK,46.2
2192,40123,Pontotoc County,OK,52.2
2193,40125,Pottawatomie County,OK,50.8
2194,40127,Pushmataha County,OK,36.8
2195,40129,Roger Mills County,OK,37.7
2196,40131,Rogers County,OK,47.9
2197,40133,Seminole County,OK,53.9
2198,40135,Sequoyah County,OK,41.5
2199,40137,Stephens County,OK,48.7
2200,40139,Texas County,OK,46.1
2201,40141,Tillman County,OK,50.9
2202,40143,Tulsa County,OK,63.6
2203,40145,Wagoner County,OK,48.4
2204,40147,Washington County,OK,45.2
2205,40149,Washita County,OK,40.0
2206,40151,Woods County,OK,42.6
2207,40153,Woodward County,OK,38.7
2208,41001,Baker County,OR,71.0
2209,41003,Benton County,OR,75.8
2210,41005,Clackamas County,OR,70.1
2211,41007,Clatsop County,OR,67.9
2212,41009,Columbia County,OR,62.1
2213,41011,Coos County,OR,58.2
2214,41013,Crook County,OR,52.0
2215,41015,Curry County,OR,57.0
2216,41017,Deschutes County,OR,70.4
2217,41019,Douglas County,OR,53.6
2218,41021,Gilliam County,OR,46.0
2219,41023,Grant County,OR,45.8
2220,41025,Harney County,OR,46.7
2221,41027,Hood River County,OR,86.6
2222,41029,Jackson County,OR,59.1
2223,41031,Jefferson County,OR,64.6
2224,41033,Josephine County,OR,50.9
2225,41035,Klamath County,OR,51.5
2226,41037,Lake County,OR,40.1
2227,41039,Lane County,OR,68.5
2228,41041,Lincoln County,OR,72.3
2229,41043,Linn County,OR,56.3
2230,41045,Malheur County,OR,49.2
2231,41047,Marion County,OR,64.2
2232,41049,Morrow County,OR,57.1
2233,41051,Multnomah County,OR,80.6
2234,41053,Polk County,OR,64.4
2235,41055,Sherman County,OR,58.7
2236,41057,Tillamook County,OR,65.7
2237,41059,Umatilla County,OR,56.8
2238,41061,Union County,OR,50.2
2239,41063,Wallowa County,OR,60.3
2240,41065,Wasco County,OR,67.2
2241,41067,Washington County,OR,77.6
2242,41069,Wheeler County,OR,55.0
