,fips,ST,Unemployment_rate_2021,Median_Household_Income_2020
1518,29009,MO,4.6,"47,853"
1519,29011,MO,3.4,"46,353"
1520,29013,MO,4.3,"52,140"
1521,29015,MO,5.7,"44,141"
1522,29017,MO,4.2,"48,198"
1523,29019,MO,3.0,"62,673"
1524,29021,MO,3.8,"53,133"
1525,29023,MO,4.7,"42,099"
1526,29025,MO,5.1,"47,870"
1527,29027,MO,3.4,"61,268"
1528,29029,MO,5.0,"64,357"
1529,29031,MO,3.6,"57,763"
1530,29033,MO,4.4,"51,891"
1531,29035,MO,5.2,"38,854"
1532,29037,MO,3.9,"82,068"
1533,29039,MO,3.7,"40,130"
1534,29041,MO,3.3,"60,521"
1535,29043,MO,3.2,"67,585"
1536,29045,MO,4.6,"47,750"
1537,29047,MO,4.9,"74,950"
1538,29049,MO,5.3,"66,492"
1539,29051,MO,3.1,"63,486"
1540,29053,MO,3.6,"51,221"
1541,29055,MO,4.5,"43,785"
1542,29057,MO,3.3,"46,535"
1543,29059,MO,4.3,"43,482"
1544,29061,MO,3.8,"49,830"
1545,29063,MO,3.8,"52,868"
1546,29065,MO,4.3,"44,057"
1547,29067,MO,4.3,"46,079"
1548,29069,MO,6.1,"42,512"
1549,29071,MO,4.0,"62,781"
1550,29073,MO,3.6,"54,487"
1551,29075,MO,2.7,"48,338"
1552,29077,MO,3.4,"46,934"
1553,29079,MO,3.6,"45,363"
1554,29081,MO,3.5,"43,642"
1555,29083,MO,4.0,"53,544"
1556,29085,MO,4.0,"36,049"
1557,29087,MO,2.9,"49,531"
1558,29089,MO,3.2,"53,190"
1559,29091,MO,4.8,"45,808"
1560,29093,MO,5.8,"41,744"
1561,29095,MO,5.5,"56,398"
1562,29097,MO,3.7,"51,329"
1563,29099,MO,4.1,"67,191"
1564,29101,MO,4.4,"58,373"
1565,29103,MO,3.1,"41,838"
1566,29105,MO,4.3,"46,191"
1567,29107,MO,4.3,"62,043"
1568,29109,MO,4.0,"48,101"
1569,29111,MO,3.5,"42,710"
1570,29113,MO,4.6,"70,054"
1571,29115,MO,5.4,"47,506"
1572,29117,MO,3.0,"51,402"
1573,29119,MO,3.9,"45,446"
1574,29121,MO,3.7,"49,013"
1575,29123,MO,4.4,"45,002"
1576,29125,MO,3.8,"47,698"
1577,29127,MO,3.5,"54,230"
1578,29129,MO,2.9,"45,934"
1579,29131,MO,4.1,"51,348"
1580,29133,MO,4.7,"39,621"
1581,29135,MO,3.4,"51,138"
1582,29137,MO,4.4,"48,661"
1583,29139,MO,3.7,"56,447"
1584,29141,MO,4.7,"51,582"
1585,29143,MO,4.8,"41,553"
1586,29145,MO,3.8,"52,798"
1587,29147,MO,2.9,"55,821"
1588,29149,MO,5.3,"37,835"
1589,29151,MO,2.6,"62,679"
1590,29153,MO,5.5,"38,606"
1591,29155,MO,7.3,"34,498"
1592,29157,MO,3.2,"55,605"
1593,29159,MO,4.7,"52,261"
1594,29161,MO,3.7,"50,420"
1595,29163,MO,3.9,"51,255"
1596,29165,MO,4.0,"86,924"
1597,29167,MO,3.5,"50,691"
1598,29169,MO,4.4,"59,126"
1599,29171,MO,3.1,"46,546"
1600,29173,MO,3.4,"57,061"
1601,29175,MO,4.2,"51,924"
1602,29177,MO,6.5,"64,014"
1603,29179,MO,4.1,"39,089"
1604,29181,MO,5.5,"37,771"
1605,29183,MO,3.5,"90,567"
1606,29185,MO,4.5,"41,486"
1607,29186,MO,3.4,"58,618"
1608,29187,MO,4.8,"48,476"
1609,29189,MO,4.5,"68,964"
1610,29195,MO,3.5,"52,850"
1611,29197,MO,4.3,"46,191"
1612,29199,MO,2.6,"47,740"
1613,29201,MO,3.9,"52,864"
1614,29203,MO,5.6,"37,599"
1615,29205,MO,3.3,"48,430"
1616,29207,MO,4.5,"47,372"
1617,29209,MO,6.6,"51,797"
1618,29211,MO,4.9,"43,387"
1619,29213,MO,7.5,"44,670"
1620,29215,MO,4.6,"38,985"
1621,29217,MO,3.4,"45,874"
1622,29219,MO,4.1,"69,678"
1623,29221,MO,5.1,"42,683"
1624,29223,MO,5.0,"43,848"
1625,29225,MO,3.4,"55,431"
1626,29227,MO,2.5,"44,361"
1627,29229,MO,4.0,"39,521"
1628,29510,MO,6.4,"45,773"
1629,30000,MT,3.4,"57,730"
1630,30001,MT,2.8,"52,613"
1631,30003,MT,7.8,"42,823"
1632,30005,MT,3.8,"45,936"
1633,30007,MT,4.0,"61,641"
1634,30009,MT,3.4,"62,465"
1635,30011,MT,2.6,"48,286"
1636,30013,MT,3.3,"53,357"
1637,30015,MT,2.7,"50,607"
1638,30017,MT,3.1,"59,804"
1639,30019,MT,1.9,"50,312"
1640,30021,MT,3.1,"55,845"
1641,30023,MT,3.3,"47,362"
1642,30025,MT,2.6,"62,597"
1643,30027,MT,3.3,"49,576"
1644,30029,MT,4.0,"58,959"
1645,30031,MT,2.4,"70,029"
1646,30033,MT,2.6,"45,892"
1647,30035,MT,7.0,"40,817"
1648,30037,MT,3.5,"42,741"
1649,30039,MT,4.4,"53,407"
1650,30041,MT,3.1,"49,734"
1651,30043,MT,3.2,"80,071"
1652,30045,MT,2.7,"50,610"
1653,30047,MT,3.8,"52,493"
1654,30049,MT,3.0,"60,664"
1655,30051,MT,2.4,"53,415"
1656,30053,MT,6.0,"42,501"
1657,30055,MT,1.8,"46,755"
1658,30057,MT,3.2,"58,201"
1659,30059,MT,2.5,"43,666"
1660,30061,MT,5.3,"57,169"
1661,30063,MT,3.4,"63,409"
1662,30065,MT,4.2,"50,533"
1663,30067,MT,3.5,"56,657"
1664,30069,MT,2.6,"38,661"
1665,30071,MT,3.8,"46,821"
1666,30073,MT,3.2,"49,447"
1667,30075,MT,2.7,"60,462"
1668,30077,MT,2.6,"52,904"
1669,30079,MT,3.6,"48,577"
1670,30081,MT,3.6,"58,781"
1671,30083,MT,4.0,"69,169"
1672,30085,MT,4.2,"43,256"
1673,30087,MT,4.0,"54,991"
1674,30089,MT,4.8,"45,805"
1675,30091,MT,3.3,"50,658"
1676,30093,MT,3.6,"54,324"
1677,30095,MT,2.9,"73,044"
1678,30097,MT,2.4,"58,746"
1679,30099,MT,3.1,"55,399"
1680,30101,MT,2.6,"49,568"
1681,30103,MT,3.2,"56,919"
1682,30105,MT,3.1,"46,766"
1683,30107,MT,5.3,"39,462"
1684,30109,MT,3.8,"51,368"
1685,30111,MT,3.2,"58,374"
1686,31000,NE,2.5,"64,735"
1687,31001,NE,2.4,"54,445"
1688,31003,NE,1.7,"54,136"
1689,31005,NE,2.6,"52,500"
1690,31007,NE,2.1,"59,511"
1691,31009,NE,2.4,"52,780"
1692,31011,NE,1.6,"56,719"
1693,31013,NE,2.4,"62,621"
1694,31015,NE,2.0,"51,082"
1695,31017,NE,2.3,"52,962"
1696,31019,NE,2.0,"68,925"
1697,31021,NE,2.4,"51,488"
1698,31023,NE,2.2,"63,640"
1699,31025,NE,2.7,"70,106"
1700,31027,NE,1.8,"61,673"
1701,31029,NE,1.6,"61,282"
1702,31031,NE,1.6,"53,483"
1703,31033,NE,2.8,"55,172"
1704,31035,NE,2.3,"63,427"
1705,31037,NE,1.9,"63,424"
1706,31039,NE,1.7,"54,725"
1707,31041,NE,1.6,"57,873"
1708,31043,NE,3.0,"61,220"
1709,31045,NE,1.9,"52,637"
1710,31047,NE,2.1,"61,043"
1711,31049,NE,2.1,"51,261"
1712,31051,NE,2.1,"60,437"
1713,31053,NE,2.4,"62,491"
1714,31055,NE,3.0,"65,788"
1715,31057,NE,1.6,"50,299"
1716,31059,NE,1.9,"59,309"
1717,31061,NE,2.2,"49,104"
1718,31063,NE,1.7,"59,061"
1719,31065,NE,1.9,"50,762"
1720,31067,NE,2.4,"61,283"
1721,31069,NE,2.1,"41,221"
1722,31071,NE,2.0,"49,951"
1723,31073,NE,1.7,"62,698"
1724,31075,NE,1.4,"62,487"
1725,31077,NE,1.9,"50,068"
1726,31079,NE,2.9,"54,110"
1727,31081,NE,2.1,"73,759"
1728,31083,NE,1.9,"55,010"
1729,31085,NE,1.3,"54,280"
1730,31087,NE,2.3,"48,475"
1731,31089,NE,1.7,"56,777"
1732,31091,NE,1.6,"53,234"
1733,31093,NE,2.2,"54,291"
1734,31095,NE,1.8,"55,414"
1735,31097,NE,2.9,"55,062"
1736,31099,NE,1.8,"62,260"
1737,31101,NE,2.0,"57,307"
1738,31103,NE,1.7,"47,053"
1739,31105,NE,2.2,"46,782"
1740,31107,NE,2.0,"51,296"
1741,31109,NE,2.4,"65,819"
1742,31111,NE,2.2,"62,948"
1743,31113,NE,1.7,"56,283"
1744,31115,NE,2.0,"56,291"
1745,31117,NE,1.6,"54,876"
1746,31119,NE,2.4,"56,970"
1747,31121,NE,2.3,"58,437"
1748,31123,NE,2.5,"54,879"
1749,31125,NE,1.9,"52,534"
1750,31127,NE,2.2,"55,574"
1751,31129,NE,1.8,"60,636"
1752,31131,NE,2.3,"68,443"
1753,31133,NE,1.8,"49,089"
1754,31135,NE,1.4,"58,925"
1755,31137,NE,1.7,"61,442"
1756,31139,NE,2.1,"56,484"
1757,31141,NE,2.1,"62,776"
1758,31143,NE,1.9,"59,159"
1759,31145,NE,2.0,"55,657"
1760,31147,NE,2.4,"51,874"
1761,31149,NE,1.3,"48,461"
1762,31151,NE,2.3,"63,655"
1763,31153,NE,2.4,"83,104"
1764,31155,NE,2.2,"72,526"
1765,31157,NE,2.8,"53,956"
1766,31159,NE,2.5,"72,456"
1767,31161,NE,1.8,"52,051"
1768,31163,NE,2.1,"49,684"
1769,31165,NE,1.8,"51,831"
1770,31167,NE,2.1,"64,087"
1771,31169,NE,1.7,"55,775"
1772,31171,NE,2.6,"55,599"
1773,31173,NE,3.3,"49,148"
1774,31175,NE,2.1,"55,542"
1775,31177,NE,2.3,"78,844"
1776,31179,NE,1.9,"64,569"
1777,31181,NE,2.0,"52,115"
1778,31183,NE,1.2,"52,154"
1779,31185,NE,1.9,"63,249"
1780,32000,NV,7.2,"64,608"
1781,32001,NV,3.5,"61,650"
1782,32003,NV,8.3,"62,496"
1783,32005,NV,4.5,"84,317"
1784,32007,NV,3.3,"73,914"
1785,32009,NV,3.8,"35,395"
1786,32011,NV,2.6,"68,806"
1787,32013,NV,3.4,"72,907"
1788,32015,NV,3.6,"80,894"
1789,32017,NV,3.4,"60,180"
1790,32019,NV,5.2,"63,162"
1791,32021,NV,3.8,"50,069"
1792,32023,NV,6.1,"52,783"
1793,32027,NV,3.6,"65,000"
1794,32029,NV,4.6,"73,271"
1795,32031,NV,4.3,"75,232"
1796,32033,NV,3.0,"57,923"
1797,32510,NV,4.8,"58,382"
1798,33000,NH,3.5,"81,415"
1799,33001,NH,3.7,"76,105"
1800,33003,NH,3.8,"73,073"
1801,33005,NH,3.9,"66,398"
1802,33007,NH,4.4,"49,465"
1803,33009,NH,3.3,"77,022"
1804,33011,NH,3.6,"79,222"
1805,33013,NH,3.2,"81,132"
1806,33015,NH,3.5,"96,775"
1807,33017,NH,3.3,"72,817"
1808,33019,NH,3.3,"65,881"
1809,34000,NJ,6.3,"87,095"
1810,34001,NJ,9.5,"61,377"
1811,34003,NJ,6.0,"107,114"
1812,34005,NJ,5.3,"92,471"
1813,34007,NJ,6.8,"71,718"
1814,34009,NJ,8.9,"75,829"
1815,34011,NJ,7.7,"60,352"
1816,34013,NJ,8.0,"65,528"
1817,34015,NJ,6.0,"87,220"
1818,34017,NJ,6.8,"77,323"
1819,34019,NJ,4.6,"113,611"
1820,34021,NJ,5.2,"87,581"
1821,34023,NJ,5.7,"95,610"
1822,34025,NJ,5.5,"104,219"
1823,34027,NJ,5.0,"114,103"
1824,34029,NJ,6.0,"78,181"
1825,34031,NJ,8.4,"64,422"
1826,34033,NJ,7.3,"65,563"
1827,34035,NJ,5.1,"115,573"
1828,34037,NJ,5.9,"92,739"
1829,34039,NJ,6.7,"83,189"
1830,34041,NJ,5.5,"80,412"
1831,35000,NM,6.8,"52,285"
1832,35001,NM,6.2,"56,632"
1833,35003,NM,6.2,"27,423"
1834,35005,NM,7.1,"51,441"
1835,35006,NM,9.3,"42,705"
1836,35007,NM,5.9,"43,265"
1837,35009,NM,4.9,"53,864"
1838,35011,NM,5.1,"42,319"
1839,35013,NM,6.6,"46,547"
1840,35015,NM,6.4,"66,199"
1841,35017,NM,7.3,"43,557"
1842,35019,NM,7.0,"38,903"
1843,35021,NM,4.6,"39,913"
1844,35023,NM,5.4,"41,858"
1845,35025,NM,9.6,"66,780"
1846,35027,NM,7.5,"49,115"
1847,35028,NM,3.0,"111,724"
1848,35029,NM,15.2,"39,233"
1849,35031,NM,9.6,"35,659"
1850,35033,NM,6.2,"40,618"
1851,35035,NM,6.6,"46,735"
1852,35037,NM,7.1,"38,389"
1853,35039,NM,7.0,"47,400"
1854,35041,NM,5.6,"46,351"
1855,35043,NM,6.6,"71,991"
1856,35045,NM,8.0,"44,261"
1857,35047,NM,7.3,"40,804"
1858,35049,NM,6.2,"58,898"
1859,35051,NM,8.1,"36,823"
1860,35053,NM,6.3,"39,478"
1861,35055,NM,8.9,"43,230"
1862,35057,NM,7.9,"47,266"
1863,35059,NM,4.2,"42,676"
1864,35061,NM,6.9,"51,564"
1865,36000,NY,6.9,"73,354"
1866,36001,NY,4.4,"70,629"
1867,36003,NY,5.0,"53,371"
1868,36005,NY,13.6,"44,906"
1869,36007,NY,5.2,"52,510"
1870,36009,NY,5.3,"51,824"
1871,36011,NY,4.7,"59,335"
1872,36013,NY,5.6,"50,062"
1873,36015,NY,5.3,"54,705"
1874,36017,NY,4.4,"52,545"
1875,36019,NY,4.6,"59,741"
1876,36021,NY,3.8,"66,068"
1877,36023,NY,5.1,"60,165"
1878,36025,NY,4.6,"54,440"
1879,36027,NY,4.4,"79,276"
1880,36029,NY,5.5,"59,584"
1881,36031,NY,4.7,"57,129"
1882,36033,NY,4.7,"58,709"
1883,36035,NY,5.5,"55,405"
1884,36037,NY,4.3,"62,641"
1885,36039,NY,4.9,"60,163"
1886,36041,NY,4.4,"56,253"
1887,36043,NY,5.8,"59,893"
1888,36045,NY,5.0,"57,570"
1889,36047,NY,10.1,"70,390"
1890,36049,NY,5.0,"57,897"
1891,36051,NY,4.3,"60,947"
1892,36053,NY,4.5,"64,379"
1893,36055,NY,5.2,"61,358"
1894,36057,NY,5.7,"52,482"
1895,36059,NY,4.5,"122,730"
1896,36061,NY,7.6,"87,745"
1897,36063,NY,5.7,"54,963"
1898,36065,NY,5.1,"58,696"
1899,36067,NY,4.9,"63,963"
1900,36069,NY,4.3,"62,777"
1901,36071,NY,4.7,"78,724"
1902,36073,NY,5.2,"57,318"
1903,36075,NY,5.5,"58,439"
1904,36077,NY,4.4,"58,417"
1905,36079,NY,4.2,"104,285"
1906,36081,NY,9.6,"78,847"
1907,36083,NY,4.4,"71,457"
1908,36085,NY,8.7,"81,003"
1909,36087,NY,4.4,"94,874"
1910,36089,NY,5.1,"51,526"
1911,36091,NY,3.8,"83,427"
1912,36093,NY,4.9,"66,292"
1913,36095,NY,4.5,"59,744"
1914,36097,NY,4.9,"54,269"
1915,36099,NY,4.7,"56,929"
1916,36101,NY,5.0,"54,794"
1917,36103,NY,4.6,"109,084"
1918,36105,NY,4.9,"63,915"
1919,36107,NY,4.4,"62,400"
1920,36109,NY,3.7,"65,308"
1921,36111,NY,4.7,"66,060"
1922,36113,NY,4.9,"67,359"
1923,36115,NY,4.6,"60,973"
1924,36117,NY,4.5,"62,329"
1925,36119,NY,4.8,"103,340"
1926,36121,NY,4.5,"59,612"
1927,36123,NY,3.8,"57,057"
1928,37000,NC,4.8,"59,616"
1929,37001,NC,4.8,"53,220"
1930,37003,NC,4.2,"53,523"
1931,37005,NC,4.6,"39,916"
1932,37007,NC,6.3,"40,818"
1933,37009,NC,4.0,"44,543"
1934,37011,NC,3.9,"50,800"
1935,37013,NC,4.8,"50,253"
1936,37015,NC,5.9,"41,889"
1937,37017,NC,5.8,"43,664"
1938,37019,NC,6.0,"64,371"
1939,37021,NC,4.2,"66,156"
1940,37023,NC,4.5,"48,729"
1941,37025,NC,4.4,"79,736"
1942,37027,NC,4.9,"50,235"
1943,37029,NC,3.9,"72,135"
1944,37031,NC,4.1,"63,475"
1945,37033,NC,5.3,"48,070"
1946,37035,NC,4.7,"52,737"
1947,37037,NC,3.6,"74,747"
1948,37039,NC,5.0,"44,449"
1949,37041,NC,4.9,"45,365"
1950,37043,NC,4.9,"44,052"
1951,37045,NC,5.3,"49,041"
1952,37047,NC,6.3,"40,712"
1953,37049,NC,4.7,"53,960"
1954,37051,NC,6.9,"49,160"
1955,37053,NC,4.1,"73,433"
1956,37055,NC,6.0,"72,962"
1957,37057,NC,4.5,"56,067"
1958,37059,NC,4.3,"65,418"
1959,37061,NC,4.4,"49,755"
1960,37063,NC,4.1,"65,619"
1961,37065,NC,8.5,"45,156"
1962,37067,NC,4.9,"56,158"
1963,37069,NC,4.7,"54,868"
1964,37071,NC,5.2,"60,622"
1965,37073,NC,4.3,"57,680"
1966,37075,NC,6.9,"42,057"
1967,37077,NC,4.0,"53,112"
1968,37079,NC,4.1,"47,605"
1969,37081,NC,5.6,"55,577"
1970,37083,NC,7.5,"41,098"
1971,37085,NC,5.3,"55,586"
1972,37087,NC,4.2,"50,492"
1973,37089,NC,4.1,"60,550"
1974,37091,NC,6.5,"46,632"
1975,37093,NC,6.4,"53,728"
1976,37095,NC,6.5,"45,548"
1977,37097,NC,4.6,"61,892"
1978,37099,NC,4.5,"49,488"
1979,37101,NC,4.2,"63,882"
1980,37103,NC,4.2,"44,972"
1981,37105,NC,5.4,"57,025"
1982,37107,NC,5.0,"40,586"
1983,37109,NC,4.1,"56,183"
1984,37111,NC,4.5,"47,579"
1985,37113,NC,4.2,"51,973"
1986,37115,NC,4.3,"49,373"
1987,37117,NC,5.5,"42,264"
1988,37119,NC,4.9,"72,340"
1989,37121,NC,5.1,"49,236"
1990,37123,NC,4.7,"48,522"
1991,37125,NC,4.6,"69,413"
1992,37127,NC,6.3,"49,883"
1993,37129,NC,4.2,"65,615"
1994,37131,NC,6.2,"41,630"
1995,37133,NC,5.1,"52,885"
1996,37135,NC,3.5,"82,732"
1997,37137,NC,4.3,"50,481"
1998,37139,NC,5.4,"56,654"
1999,37141,NC,4.2,"59,812"
2000,37143,NC,5.3,"50,813"
2001,37145,NC,5.0,"58,991"
2002,37147,NC,5.0,"49,955"
2003,37149,NC,4.7,"58,607"
2004,37151,NC,4.7,"48,849"
2005,37153,NC,7.3,"42,335"
2006,37155,NC,7.6,"39,139"
2007,37157,NC,5.5,"50,388"
2008,37159,NC,5.0,"55,398"
2009,37161,NC,6.5,"44,004"
2010,37163,NC,4.5,"45,387"
2011,37165,NC,9.5,"33,531"
2012,37167,NC,4.4,"53,769"
2013,37169,NC,4.2,"59,068"
2014,37171,NC,4.4,"47,114"
2015,37173,NC,4.5,"47,559"
2016,37175,NC,4.1,"56,880"
2017,37177,NC,7.0,"42,260"
2018,37179,NC,3.9,"90,920"
2019,37181,NC,7.9,"41,935"
2020,37183,NC,4.0,"88,763"
2021,37185,NC,7.7,"42,808"
2022,37187,NC,6.9,"38,704"
2023,37189,NC,3.7,"54,004"
2024,37191,NC,5.0,"52,906"
2025,37193,NC,4.7,"46,830"
2026,37195,NC,6.7,"44,089"
2027,37197,NC,4.2,"53,154"
2028,37199,NC,4.3,"48,662"
2029,38000,ND,3.7,"64,289"
2030,38001,ND,3.4,"50,673"
2031,38003,ND,3.1,"52,327"
2032,38005,ND,5.0,"51,189"
2033,38007,ND,2.9,"76,478"
2034,38009,ND,4.8,"61,841"
2035,38011,ND,2.5,"67,067"
2036,38013,ND,4.3,"73,567"
2037,38015,ND,3.1,"72,170"
2038,38017,ND,2.9,"61,338"
2039,38019,ND,3.1,"54,270"
2040,38021,ND,2.7,"60,682"
2041,38023,ND,2.4,"64,594"
2042,38025,ND,3.3,"73,722"
2043,38027,ND,4.0,"54,285"
2044,38029,ND,4.6,"49,972"
2045,38031,ND,2.8,"63,234"
2046,38033,ND,2.7,"57,596"
2047,38035,ND,3.2,"55,495"
2048,38037,ND,2.7,"48,063"
2049,38039,ND,2.8,"53,751"
2050,38041,ND,3.2,"53,222"
2051,38043,ND,5.2,"49,386"
2052,38045,ND,2.3,"58,302"
2053,38047,ND,3.0,"47,908"
2054,38049,ND,4.3,"59,052"
2055,38051,ND,3.5,"48,839"
2056,38053,ND,5.5,"84,705"
2057,38055,ND,3.7,"70,835"
2058,38057,ND,4.7,"79,608"
2059,38059,ND,3.8,"71,928"
2060,38061,ND,3.5,"68,465"
2061,38063,ND,3.7,"53,008"
2062,38065,ND,3.8,"66,708"
2063,38067,ND,4.8,"61,595"
2064,38069,ND,3.4,"50,827"
2065,38071,ND,3.3,"57,984"
2066,38073,ND,2.6,"65,039"
2067,38075,ND,3.4,"67,054"
2068,38077,ND,2.7,"65,530"
2069,38079,ND,10.6,"45,178"
2070,38081,ND,2.7,"68,769"
2071,38083,ND,5.3,"46,424"
2072,38085,ND,3.5,"36,182"
2073,38087,ND,2.8,"53,330"
2074,38089,ND,4.7,"66,105"
2075,38091,ND,3.0,"68,163"
2076,38093,ND,3.0,"59,948"
2077,38095,ND,3.3,"57,509"
2078,38097,ND,3.0,"70,384"
2079,38099,ND,4.6,"57,557"
2080,38101,ND,4.3,"64,346"
2081,38103,ND,4.2,"56,827"
2082,38105,ND,6.7,"79,483"
2083,39000,OH,5.1,"60,360"
2084,39001,OH,6.3,"42,342"
2085,39003,OH,5.7,"52,558"
2086,39005,OH,4.3,"55,699"
2087,39007,OH,5.5,"51,252"
2088,39009,OH,5.6,"42,215"
2089,39011,OH,3.7,"69,468"
2090,39013,OH,6.1,"50,626"
2091,39015,OH,5.3,"58,067"
2092,39017,OH,4.5,"69,049"
2093,39019,OH,5.7,"52,065"
2094,39021,OH,4.4,"64,142"
2095,39023,OH,5.3,"54,507"
2096,39025,OH,4.3,"72,740"
2097,39027,OH,5.5,"53,891"
2098,39029,OH,5.7,"49,342"
2099,39031,OH,5.8,"47,794"
2100,39033,OH,5.8,"45,952"
2101,39035,OH,6.5,"55,128"
2102,39037,OH,3.9,"57,932"
2103,39039,OH,4.7,"61,816"
2104,39041,OH,3.6,"114,423"
2105,39043,OH,6.3,"66,252"
2106,39045,OH,4.3,"74,987"
2107,39047,OH,4.8,"50,125"
2108,39049,OH,5.0,"62,643"
2109,39051,OH,4.7,"60,550"
2110,39053,OH,5.6,"50,642"
2111,39055,OH,4.1,"84,510"
2112,39057,OH,4.3,"71,673"
2113,39059,OH,5.6,"45,808"
2114,39061,OH,4.9,"63,919"
2115,39063,OH,4.1,"61,473"
2116,39065,OH,5.2,"45,312"
2117,39067,OH,6.2,"49,088"
2118,39069,OH,5.2,"64,694"
2119,39071,OH,5.6,"57,155"
2120,39073,OH,4.8,"53,838"
2121,39075,OH,2.8,"67,967"
2122,39077,OH,5.8,"62,143"
2123,39079,OH,6.1,"49,636"
2124,39081,OH,6.5,"49,642"
2125,39083,OH,4.0,"68,050"
2126,39085,OH,5.1,"69,853"
2127,39087,OH,5.1,"47,299"
2128,39089,OH,4.1,"68,982"
2129,39091,OH,4.1,"61,797"
2130,39093,OH,5.8,"59,954"
2131,39095,OH,6.2,"51,642"
2132,39097,OH,3.8,"72,834"
2133,39099,OH,6.3,"48,937"
2134,39101,OH,4.7,"52,226"
2135,39103,OH,4.3,"79,504"
2136,39105,OH,6.6,"44,622"
2137,39107,OH,3.1,"69,588"
2138,39109,OH,4.3,"63,699"
2139,39111,OH,7.3,"48,944"
2140,39113,OH,5.6,"54,692"
2141,39115,OH,6.2,"45,698"
2142,39117,OH,4.5,"68,159"
2143,39119,OH,5.1,"52,457"
2144,39121,OH,6.8,"52,583"
2145,39123,OH,6.1,"65,582"
2146,39125,OH,4.3,"62,062"
2147,39127,OH,5.6,"56,048"
2148,39129,OH,4.5,"64,412"
2149,39131,OH,6.3,"46,413"
2150,39133,OH,4.7,"64,250"
2151,39135,OH,4.1,"60,856"
2152,39137,OH,3.4,"72,299"
2153,39139,OH,5.6,"52,295"
2154,39141,OH,4.8,"49,543"
2155,39143,OH,5.2,"60,455"
2156,39145,OH,6.2,"44,297"
2157,39147,OH,4.7,"58,129"
2158,39149,OH,4.2,"67,582"
2159,39151,OH,5.2,"57,364"
2160,39153,OH,5.4,"60,715"
2161,39155,OH,6.4,"48,929"
2162,39157,OH,4.6,"58,256"
2163,39159,OH,3.5,"92,198"
2164,39161,OH,3.9,"57,863"
2165,39163,OH,6.2,"49,778"
2166,39165,OH,4.0,"90,600"
2167,39167,OH,5.5,"53,450"
2168,39169,OH,3.6,"67,708"
2169,39171,OH,4.3,"52,458"
2170,39173,OH,4.3,"67,865"
2171,39175,OH,3.5,"63,516"
2172,40000,OK,3.8,"54,512"
2173,40001,OK,3.7,"36,749"
2174,40003,OK,2.3,"51,157"
2175,40005,OK,4.7,"42,618"
2176,40007,OK,1.7,"61,477"
2177,40009,OK,4.3,"47,625"
2178,40011,OK,3.0,"55,643"
2179,40013,OK,3.3,"45,213"
2180,40015,OK,3.7,"48,380"
2181,40017,OK,3.2,"75,452"
2182,40019,OK,4.4,"46,781"
2183,40021,OK,4.1,"49,553"
2184,40023,OK,5.2,"41,622"
2185,40025,OK,1.8,"50,804"
2186,40027,OK,3.2,"64,011"
2187,40029,OK,4.5,"41,162"
2188,40031,OK,4.1,"54,007"
2189,40033,OK,4.1,"46,266"
2190,40035,OK,3.6,"43,804"
2191,40037,OK,4.2,"49,954"
2192,40039,OK,3.2,"55,826"
2193,40041,OK,3.3,"43,147"
2194,40043,OK,2.7,"56,711"
2195,40045,OK,2.8,"56,763"
2196,40047,OK,3.4,"61,501"
2197,40049,OK,3.8,"47,391"
2198,40051,OK,3.5,"58,621"
2199,40053,OK,2.5,"51,399"
2200,40055,OK,5.1,"42,010"
2201,40057,OK,2.5,"40,246"
2202,40059,OK,2.5,"57,833"
2203,40061,OK,5.2,"41,253"
2204,40063,OK,5.2,"39,333"
2205,40065,OK,2.8,"56,779"
2206,40067,OK,4.0,"43,014"
2207,40069,OK,4.6,"45,361"
2208,40071,OK,4.3,"50,256"
2209,40073,OK,2.6,"71,450"
2210,40075,OK,3.3,"40,112"
2211,40077,OK,7.3,"40,831"
2212,40079,OK,4.7,"40,632"
2213,40081,OK,3.5,"56,957"
2214,40083,OK,3.3,"72,617"
2215,40085,OK,2.6,"54,219"
2216,40087,OK,3.1,"68,563"
2217,40089,OK,4.4,"45,380"
2218,40091,OK,6.1,"37,535"
2219,40093,OK,3.1,"54,851"
2220,40095,OK,3.7,"51,072"
2221,40097,OK,3.7,"50,905"
2222,40099,OK,3.9,"55,318"
2223,40101,OK,4.3,"42,607"
2224,40103,OK,2.5,"56,632"
2225,40105,OK,3.5,"45,719"
2226,40107,OK,4.9,"45,823"
2227,40109,OK,4.1,"55,332"
2228,40111,OK,5.2,"50,442"
2229,40113,OK,4.2,"50,490"
2230,40115,OK,3.2,"40,249"
2231,40117,OK,4.1,"51,960"
2232,40119,OK,3.2,"39,681"
2233,40121,OK,5.2,"50,416"
2234,40123,OK,3.3,"50,587"
2235,40125,OK,3.9,"50,118"
2236,40127,OK,4.2,"38,912"
2237,40129,OK,2.9,"51,279"
2238,40131,OK,3.5,"67,243"
2239,40133,OK,5.1,"42,418"
2240,40135,OK,4.3,"47,188"
2241,40137,OK,4.5,"52,905"
2242,40139,OK,1.8,"61,334"
2243,40141,OK,4.2,"41,610"
2244,40143,OK,4.0,"58,863"
2245,40145,OK,3.5,"66,375"
2246,40147,OK,3.8,"48,144"
2247,40149,OK,4.3,"51,270"
2248,40151,OK,2.1,"52,504"
2249,40153,OK,4.2,"54,328"
2250,41000,OR,5.2,"67,832"
2251,41001,OR,5.1,"44,872"
