fips,ST,lat,lng,population
5021,AR,36.3682,-90.4175,14710
48455,TX,31.0888,-95.1355,14689
29073,MO,38.4409,-91.5079,14673
45017,SC,33.6749,-80.7803,14608
21191,KY,38.6956,-84.3603,14587
21225,KY,37.6584,-87.9454,14582
27129,MN,44.7268,-94.9471,14572
21221,KY,36.8064,-87.8733,14569
39115,OH,39.6204,-81.8527,14557
17139,IL,39.6415,-88.6193,14557
20011,KS,37.8552,-94.8493,14539
51051,VA,37.1258,-82.3504,14524
21069,KY,38.3701,-83.6966,14519
19023,IA,42.7316,-92.7902,14508
51043,VA,39.1123,-77.9967,14498
42057,PA,39.9253,-78.1127,14492
38079,ND,48.7725,-99.8409,14437
28147,MS,31.1484,-90.1061,14423
28013,MS,33.9365,-89.3365,14417
39121,OH,39.766,-81.4555,14410
17015,IL,42.0688,-89.9343,14398
12047,FL,30.4964,-82.9479,14397
6051,CA,37.9391,-118.8869,14395
47015,TN,35.8087,-86.0617,14374
48313,TX,30.9655,-95.9284,14329
12013,FL,30.406,-85.1972,14324
8071,CO,37.3158,-104.0387,14323
47033,TN,35.8135,-89.1395,14310
51610,VA,38.8847,-77.1751,14309
12065,FL,30.4375,-83.8953,14278
46102,SD,43.3355,-102.5516,14277
40035,OK,36.7618,-95.2085,14274
21123,KY,37.5458,-85.6979,14269
48505,TX,27.0008,-99.1686,14243
37173,NC,35.4868,-83.4928,14241
45009,SC,33.2148,-81.0542,14236
31151,NE,40.5241,-97.1409,14221
13191,GA,31.4963,-81.4103,14217
21065,KY,37.6924,-83.9643,14187
22127,LA,31.9442,-92.6369,14165
29039,MO,37.7239,-93.8566,14144
27113,MN,48.0663,-96.0367,14110
46027,SD,42.9146,-96.9756,14076
55107,WI,45.4752,-91.1331,14074
13159,GA,33.3164,-83.6881,14074
19085,IA,41.6829,-95.8168,14043
17127,IL,37.2189,-88.7076,14041
28135,MS,33.9505,-90.1733,14041
54007,WV,38.6999,-80.7193,14032
37041,NC,36.1508,-76.6079,13995
18111,IN,40.9558,-87.3976,13981
13251,GA,32.7505,-81.6119,13977
40099,OK,34.4823,-97.0679,13972
17189,IL,38.3522,-89.4105,13967
48059,TX,32.2977,-99.3735,13959
26039,MI,44.6836,-84.6103,13904
1075,AL,33.7792,-88.0969,13854
56009,WY,42.9724,-105.5071,13842
38053,ND,47.7402,-103.3953,13836
2130,AK,55.5852,-130.9288,13833
54087,WV,38.714,-81.3483,13831
39111,OH,39.7274,-81.0829,13827
1041,AL,31.7315,-86.3135,13826
40005,OK,34.3736,-96.0378,13815
19141,IA,43.0838,-95.6249,13796
54031,WV,39.0075,-78.8579,13789
48351,TX,30.7864,-93.7447,13788
12043,FL,26.9564,-81.189,13777
19005,IA,43.2843,-91.3781,13761
16041,ID,42.1811,-111.8132,13736
27043,MN,43.6739,-93.948,13727
17193,IL,38.0875,-88.1796,13712
30035,MT,48.7051,-112.9948,13706
27159,MN,46.5857,-94.9694,13681
31185,NE,40.8727,-97.5971,13671
28041,MS,31.2143,-88.6391,13619
29151,MO,38.4604,-91.8618,13613
48093,TX,31.948,-98.5582,13597
5065,AR,36.0948,-91.9134,13596
8007,CO,37.1936,-107.0484,13588
53051,WA,48.5323,-117.274,13588
13093,GA,32.1572,-83.7988,13571
47161,TN,36.5012,-87.8385,13553
37143,NC,36.2058,-76.4411,13513
17125,IL,40.2396,-89.9168,13486
29181,MO,36.6528,-90.8639,13484
22013,LA,32.3473,-93.0561,13391
2150,AK,57.6807,-153.7972,13383
47061,TN,35.3884,-85.7226,13371
21109,KY,37.4198,-84.0058,13368
55099,WI,45.6804,-90.3614,13351
21135,KY,38.5315,-83.3781,13345
54063,WV,37.5604,-80.5505,13344
29067,MO,36.9326,-92.4988,13335
29133,MO,36.8281,-89.2911,13328
30003,MT,45.4234,-107.4897,13302
56015,WY,42.0879,-104.3533,13301
1027,AL,33.2691,-85.8605,13285
5079,AR,33.957,-91.7344,13278
21175,KY,37.9223,-83.2589,13270
5061,AR,34.0888,-93.9936,13267
40063,OK,35.0484,-96.2502,13265
20085,KS,39.4168,-95.7937,13249
17025,IL,38.7542,-88.4902,13217
51113,VA,38.4137,-78.2792,13208
17053,IL,40.5972,-88.2233,13155
8081,CO,40.6184,-108.2073,13150
16043,ID,44.2288,-111.4819,13111
13193,GA,32.3584,-84.0425,13107
55011,WI,44.3798,-91.7545,13087
29223,MO,37.1126,-90.4614,13058
39163,OH,39.251,-82.4853,13045
13049,GA,30.7817,-82.1377,13032
21233,KY,37.5184,-87.6831,13021
48279,TX,34.0686,-102.3517,13018
19029,IA,41.3315,-94.9278,12990
17061,IL,39.3562,-90.3905,12988
51007,VA,37.336,-77.9761,12970
49027,UT,39.0733,-113.1006,12963
48063,TX,32.9732,-94.9785,12938
13023,GA,32.4344,-83.3279,12870
48115,TX,32.7425,-101.9477,12849
21025,KY,37.5216,-83.3241,12802
21031,KY,37.2073,-86.6817,12756
1023,AL,32.0197,-88.2632,12755
46079,SD,44.022,-97.1294,12747
48487,TX,34.0808,-99.241,12717
54089,WV,37.6559,-80.8586,12710
16079,ID,47.353,-115.8924,12700
40061,OK,35.2248,-95.1166,12688
26141,MI,45.3401,-83.918,12687
21033,KY,37.1453,-87.8679,12679
37137,NC,35.1435,-76.7407,12673
51690,VA,36.6826,-79.8636,12646
19197,IA,42.7331,-93.7351,12644
1119,AL,32.5911,-88.1988,12595
28077,MS,31.5502,-90.107,12595
5137,AR,35.8599,-92.1568,12582
6105,CA,40.6507,-123.1126,12541
20001,KS,37.8857,-95.3014,12503
18131,IN,41.0418,-86.6988,12482
19007,IA,40.7432,-92.8686,12462
21011,KY,38.145,-83.7427,12421
48445,TX,33.1738,-102.3352,12408
17087,IL,37.4597,-88.881,12391
18125,IN,38.3988,-87.2322,12364
48343,TX,33.1135,-94.7327,12357
27071,MN,48.2453,-93.7834,12355
21153,KY,37.7065,-83.0649,12346
5081,AR,33.7009,-94.2352,12345
28005,MS,31.1744,-90.8044,12341
21219,KY,36.8356,-87.1792,12334
17017,IL,39.9735,-90.2474,12324
19175,IA,41.0277,-94.2424,12303
5049,AR,36.3816,-91.8182,12301
51111,VA,36.9462,-78.2406,12294
21197,KY,37.8311,-83.8237,12283
28161,MS,34.0282,-89.7076,12276
13079,GA,32.7145,-83.9863,12267
19075,IA,42.4019,-92.7914,12262
17129,IL,40.0274,-89.8022,12261
47121,TN,35.5129,-84.8133,12237
1035,AL,31.4293,-86.9937,12219
21061,KY,37.2088,-86.2386,12195
29017,MO,37.3222,-90.0259,12181
29123,MO,37.4781,-90.345,12176
48297,TX,28.3514,-98.1248,12175
16021,ID,48.7669,-116.4629,12156
51133,VA,37.8874,-76.4195,12151
47101,TN,35.5273,-87.4931,12131
51735,VA,37.1318,-76.3568,12121
48387,TX,33.6207,-95.0503,12115
35007,NM,36.6061,-104.6468,12106
30043,MT,46.1485,-112.0938,12069
21229,KY,37.7534,-85.1748,12044
8099,CO,37.9552,-102.3934,12035
29115,MO,39.8702,-93.1072,12004
48379,TX,32.8704,-95.7934,12001
40107,OK,35.4654,-96.3228,11987
28111,MS,31.172,-88.9923,11981
19037,IA,43.06,-92.3177,11970
51037,VA,37.0116,-78.6616,11953
49029,UT,41.0893,-111.5732,11950
48507,TX,28.8662,-99.7605,11930
18009,IN,40.4736,-85.3248,11926
12037,FL,29.8764,-84.814,11914
53059,WA,46.023,-121.9148,11906
27023,MN,45.0223,-95.5667,11876
29063,MO,39.8932,-94.4047,11872
20115,KS,38.3589,-97.0969,11865
51131,VA,37.343,-75.877,11826
13281,GA,34.9167,-83.7373,11815
56003,WY,44.5267,-107.9952,11809
26085,MI,43.9901,-85.8016,11805
30089,MT,47.6748,-115.1333,11804
19119,IA,43.3805,-96.2102,11800
37187,NC,35.8226,-76.5775,11788
13149,GA,33.297,-85.1283,11785
16081,ID,43.7594,-111.2076,11776
47087,TN,36.3592,-85.6731,11767
48475,TX,31.5095,-103.1025,11745
48031,TX,30.2664,-98.3999,11733
29011,MO,37.5023,-94.3471,11732
16073,ID,42.5814,-116.1699,11724
47039,TN,35.603,-88.1088,11663
49023,UT,39.7027,-112.7848,11623
54023,WV,39.1051,-79.1956,11565
30017,MT,46.2527,-105.5717,11563
17123,IL,41.0332,-89.3448,11562
19165,IA,41.6851,-95.3102,11544
5041,AR,33.8309,-91.2551,11538
38071,ND,48.2689,-98.7201,11521
37073,NC,36.4449,-76.7005,11519
41049,OR,45.419,-119.5844,11425
21159,KY,37.8016,-82.5132,11421
29139,MO,38.9415,-91.4702,11414
51081,VA,36.6759,-77.5596,11403
17185,IL,38.4461,-87.8443,11390
8105,CO,37.5825,-106.3832,11300
19035,IA,42.7356,-95.6238,11281
27033,MN,44.0071,-95.1812,11279
40103,OK,36.3886,-97.2305,11263
25019,MA,41.2831,-70.0692,11212
51183,VA,36.9218,-77.2618,11202
48131,TX,27.6814,-98.5089,11194
13235,GA,32.2323,-83.476,11185
28065,MS,31.5697,-89.823,11182
30027,MT,47.2636,-109.2245,11167
37043,NC,35.0572,-83.7502,11150
13005,GA,31.5537,-82.4527,11140
22065,LA,32.3644,-91.2427,11137
19115,IA,41.2185,-91.2596,11125
27121,MN,45.586,-95.4445,11107
26071,MI,46.2087,-88.5306,11099
30083,MT,47.7879,-104.5614,11097
30085,MT,48.2945,-105.0164,11091
16085,ID,44.7666,-115.5663,11085
37005,NC,36.4916,-81.127,11085
40149,OK,35.2904,-98.9922,11066
40127,OK,34.4162,-95.3759,11055
40069,OK,34.3165,-96.6606,11028
21087,KY,37.2641,-85.5531,11000
35051,NM,33.1305,-107.1924,10988
51057,VA,37.9435,-76.9516,10960
22123,LA,32.7885,-91.4568,10934
47169,TN,36.3921,-86.1568,10910
27165,MN,43.9784,-94.6141,10903
21187,KY,38.5197,-84.8281,10847
31013,NE,42.2198,-103.0857,10845
13043,GA,32.4034,-82.0737,10834
5011,AR,33.4664,-92.1624,10805
31041,NE,41.3943,-99.7262,10788
17035,IL,39.2733,-88.2402,10787
26097,MI,46.0805,-85.0867,10781
48159,TX,33.1755,-95.2184,10767
53043,WA,47.5762,-118.4187,10732
18155,IN,38.8262,-85.0369,10727
31145,NE,40.1758,-100.4769,10725
5109,AR,34.1635,-93.6564,10714
19081,IA,43.0819,-93.7343,10709
19077,IA,41.6838,-94.5011,10702
1037,AL,32.9362,-86.2477,10696
21041,KY,38.6678,-85.1236,10691
30009,MT,45.2274,-109.0279,10689
51103,VA,37.7345,-76.4632,10686
31037,NE,41.574,-97.0865,10681
13109,GA,32.1568,-81.8869,10671
37029,NC,36.3877,-76.2064,10654
51119,VA,37.6303,-76.5697,10642
38099,ND,48.3695,-97.7213,10642
21171,KY,36.7122,-85.7165,10616
38003,ND,46.9361,-98.0715,10592
19131,IA,43.3564,-92.789,10588
18025,IN,38.2924,-86.4517,10582
27075,MN,47.641,-91.4458,10571
28103,MS,33.1101,-88.5697,10566
29149,MO,36.6867,-91.4034,10561
1131,AL,31.9893,-87.3082,10552
13173,GA,31.0379,-83.0627,10534
19189,IA,43.3776,-93.7342,10474
48403,TX,31.3432,-93.8518,10470
13053,GA,32.347,-84.787,10470
48077,TX,33.7855,-98.2085,10444
5017,AR,33.267,-91.2937,10433
26001,MI,44.6854,-83.5937,10396
38061,ND,48.2013,-102.3557,10348
5105,AR,34.9476,-92.9312,10342
46109,SD,45.6296,-96.9461,10310
46121,SD,43.1934,-100.7185,10308
46019,SD,44.9058,-103.508,10295
48399,TX,31.8311,-99.9762,10280
5127,AR,34.8607,-94.0633,10269
29173,MO,39.5277,-91.522,10258
40105,OK,36.7985,-95.6174,10243
40077,OK,34.876,-95.2504,10239
48127,TX,28.4226,-99.7567,10232
22091,LA,30.8219,-90.7103,10227
13099,GA,31.3228,-84.9037,10218
21053,KY,36.7275,-85.1361,10175
1011,AL,32.1005,-85.7157,10173
18101,IN,38.708,-86.8031,10169
19107,IA,41.3365,-92.1786,10163
29093,MO,37.5552,-90.7735,10150
16087,ID,44.4524,-116.7847,10128
40085,OK,33.9499,-97.2441,10128
31089,NE,42.4557,-98.7838,10123
20131,KS,39.7834,-96.0141,10109
49015,UT,38.9967,-110.7007,10099
19069,IA,42.7325,-93.2625,10091
21131,KY,37.0941,-83.3811,10081
21169,KY,36.9905,-85.6292,10062
29089,MO,39.1425,-92.6963,10022
19137,IA,41.0301,-95.1564,10016
8125,CO,40.0029,-102.4243,10013
2180,AK,64.9111,-164.0273,10009
48315,TX,32.798,-94.3571,9987
28015,MS,33.4485,-89.9202,9972
22021,LA,32.0924,-92.1166,9959
28097,MS,33.4941,-89.6164,9956
1085,AL,32.1547,-86.6501,9936
48357,TX,36.2784,-100.8157,9907
29111,MO,40.0969,-91.7221,9898
29079,MO,40.1139,-93.5653,9885
27063,MN,43.6742,-95.1541,9873
51049,VA,37.5121,-78.2449,9869
56035,WY,42.7669,-109.9147,9865
28069,MS,32.7546,-88.6412,9829
28143,MS,34.6507,-90.375,9807
13317,GA,33.7819,-82.7432,9797
27173,MN,44.7163,-95.8684,9775
27149,MN,45.5861,-96.0003,9770
54085,WV,39.1783,-81.063,9747
28155,MS,33.6131,-89.2848,9727
13167,GA,32.7015,-82.6601,9717
20117,KS,39.7836,-96.5229,9713
19161,IA,42.3863,-95.1054,9711
49019,UT,38.982,-109.5699,9698
20107,KS,38.2123,-94.843,9687
19025,IA,42.3852,-94.6404,9656
48369,TX,34.53,-102.7845,9639
22025,LA,31.6662,-91.847,9586
20013,KS,39.8265,-95.5642,9575
32033,NV,39.4422,-114.9017,9570
30095,MT,45.669,-109.3952,9562
17079,IL,39.01,-88.1538,9547
8019,CO,39.6891,-105.6444,9533
20159,KS,38.3472,-98.201,9532
38055,ND,47.6069,-101.3218,9531
40011,OK,35.8752,-98.4334,9521
19091,IA,42.7764,-94.2072,9518
45065,SC,33.8995,-82.31,9495
4011,AZ,33.2152,-109.2402,9465
29185,MO,38.0372,-93.776,9455
30001,MT,45.1327,-112.8988,9454
37103,NC,35.0217,-77.3552,9453
29085,MO,37.9408,-93.3207,9452
31033,NE,41.2197,-102.995,9428
31179,NE,42.2093,-97.1193,9388
27133,MN,43.6747,-96.2532,9386
19039,IA,41.029,-93.7852,9383
13155,GA,31.6023,-83.2764,9379
2185,AK,69.3122,-153.4811,9375
48429,TX,32.7359,-98.8362,9358
27089,MN,48.3581,-96.3685,9353
27151,MN,45.2827,-95.6815,9329
20151,KS,37.6477,-98.7396,9324
46023,SD,43.2079,-98.5879,9324
19063,IA,43.378,-94.6785,9322
26119,MI,45.0276,-84.1272,9270
48043,TX,29.8119,-103.2517,9231
16009,ID,47.2175,-116.6587,9231
31081,NE,40.873,-98.0229,9219
21149,KY,37.5292,-87.2636,9202
19089,IA,43.3568,-92.3172,9201
21139,KY,37.2096,-88.3537,9172
27117,MN,44.023,-96.2587,9163
30023,MT,46.0608,-113.0678,9153
29153,MO,36.6493,-92.4447,9138
1105,AL,32.6384,-87.2944,9104
26003,MI,46.4086,-86.604,9098
13209,GA,32.1734,-82.5348,9069
30087,MT,46.2297,-106.7307,9065
29025,MO,39.6557,-93.9827,9052
31137,NE,40.5111,-99.4146,9050
28021,MS,31.9737,-90.9118,9042
55041,WI,45.6673,-88.7704,9003
19051,IA,40.7477,-92.4097,8977
5097,AR,34.5389,-93.6595,8964
5077,AR,34.7805,-90.7808,8963
48425,TX,32.2222,-97.7744,8958
51159,VA,37.9434,-76.7269,8951
13319,GA,32.8024,-83.1712,8945
19147,IA,43.0821,-94.6781,8941
21055,KY,37.3527,-88.0972,8940
19073,IA,42.0363,-94.3968,8923
40151,OK,36.7669,-98.8651,8914
48237,TX,33.2335,-98.1725,8888
31039,NE,41.9164,-96.7874,8882
27029,MN,47.5776,-95.379,8872
6049,CA,41.5898,-120.725,8853
20029,KS,39.4803,-97.6493,8831
46033,SD,43.6776,-103.4515,8826
30021,MT,47.2664,-104.8995,8824
40075,OK,34.9164,-98.9809,8816
29125,MO,38.1616,-91.9249,8791
45005,SC,32.9881,-81.3582,8789
13165,GA,32.7925,-81.9635,8787
51115,VA,37.4354,-76.3437,8760
21077,KY,38.7569,-84.8593,8760
48009,TX,33.6153,-98.6877,8754
21091,KY,37.8415,-86.7779,8748
54095,WV,39.4653,-80.8848,8736
16035,ID,46.6737,-115.6567,8735
28157,MS,31.1611,-91.3109,8727
29033,MO,39.427,-93.5052,8723
13315,GA,31.9729,-83.4323,8701
18007,IN,40.6063,-87.3109,8695
31045,NE,42.7198,-103.1354,8685
19133,IA,42.0517,-95.9599,8675
13273,GA,31.777,-84.437,8654
29137,MO,39.4955,-92.0007,8630
48501,TX,33.173,-102.8278,8612
20205,KS,37.5592,-95.7434,8600
54015,WV,38.4625,-81.0751,8599
12067,FL,29.9855,-83.1811,8576
56031,WY,42.1332,-104.9659,8572
2220,AK,57.2401,-135.3152,8569
19117,IA,41.0294,-93.3277,8556
30057,MT,45.3007,-111.9203,8530
21223,KY,38.613,-85.3375,8528
56019,WY,44.0388,-106.5847,8518
37075,NC,35.3502,-83.8335,8501
13141,GA,33.2704,-83.0007,8500
54017,WV,39.2692,-80.707,8499
31027,NE,42.5993,-97.2524,8483
22081,LA,32.0931,-93.3398,8462
13197,GA,32.3535,-84.5246,8450
48193,TX,31.7048,-98.1107,8434
29081,MO,40.3547,-93.9921,8427
31107,NE,42.6368,-97.8919,8400
54075,WV,38.3318,-80.0078,8382
38057,ND,47.3092,-101.8315,8359
26013,MI,46.6626,-88.3652,8337
12077,FL,30.2414,-84.8829,8333
46125,SD,43.3109,-97.1487,8325
13003,GA,31.2971,-82.8801,8311
21023,KY,38.6888,-84.0902,8308
2158,AK,62.155,-163.3826,8298
29061,MO,39.9608,-93.9855,8294
54101,WV,38.4947,-80.4219,8289
26135,MI,44.6818,-84.1298,8282
48083,TX,31.7732,-99.4536,8281
28009,MS,34.8173,-89.1885,8275
35037,NM,35.1043,-103.5498,8265
48405,TX,31.3942,-94.1682,8260
48335,TX,32.3062,-100.9212,8256
5099,AR,33.664,-93.3072,8249
27101,MN,44.0221,-95.7633,8247
21143,KY,37.0191,-88.0833,8226
1063,AL,32.8531,-87.9522,8221
18171,IN,40.3469,-87.3533,8219
13253,GA,30.9388,-84.8688,8218
20031,KS,38.2369,-95.7341,8218
29203,MO,37.1574,-91.4005,8207
28019,MS,33.3473,-89.2484,8206
47083,TN,36.286,-87.717,8201
28053,MS,33.1287,-90.5266,8198
13289,GA,32.6672,-83.4271,8195
17065,IL,38.0815,-88.5391,8151
5117,AR,34.8298,-91.5528,8138
8021,CO,37.2007,-106.1916,8130
13269,GA,32.5555,-84.2505,8126
8113,CO,38.0037,-108.4057,8110
5025,AR,33.8984,-92.1851,8063
31101,NE,41.1988,-101.6614,8048
26153,MI,46.1966,-86.1995,8031
20027,KS,39.3497,-97.1652,8030
47135,TN,35.6426,-87.8589,8020
51620,VA,36.6831,-76.9386,8015
38097,ND,47.4542,-97.1616,7999
31023,NE,41.2261,-97.1318,7997
54021,WV,38.9241,-80.8571,7970
48307,TX,31.1989,-99.3475,7970
56043,WY,43.905,-107.6829,7933
13181,GA,33.7936,-82.4512,7929
16059,ID,44.9433,-113.9332,7929
13287,GA,31.7164,-83.6241,7920
21007,KY,37.0585,-88.9994,7914
31147,NE,40.125,-95.7176,7913
19053,IA,40.7377,-93.7863,7908
5129,AR,35.9109,-92.6995,7898
13309,GA,32.117,-82.7246,7897
41037,OR,42.7935,-120.3874,7896
20003,KS,38.2142,-95.2933,7877
8065,CO,39.2025,-106.3448,7845
31121,NE,41.169,-98.038,7826
48495,TX,31.85,-103.0482,7822
19135,IA,41.0298,-92.869,7761
5101,AR,35.92,-93.2178,7753
20193,KS,39.3509,-101.0555,7748
28037,MS,31.4772,-90.8979,7716
2188,AK,67.053,-159.721,7709
49025,UT,37.2851,-111.8877,7658
40093,OK,36.3116,-98.536,7654
53019,WA,48.4703,-118.5166,7643
47027,TN,36.5511,-85.5439,7640
16077,ID,42.6937,-112.8407,7635
16015,ID,43.9891,-115.7303,7625
20043,KS,39.7881,-95.1468,7616
48175,TX,28.6571,-97.4265,7578
29057,MO,37.432,-93.8503,7571
48069,TX,34.5299,-102.2617,7561
48283,TX,28.3451,-99.0997,7551
56011,WY,44.5886,-104.5699,7502
21063,KY,38.1179,-83.0976,7461
54073,WV,39.3709,-81.1606,7457
29041,MO,39.5151,-92.9626,7449
30105,MT,48.3653,-106.6674,7424
19195,IA,43.3774,-93.2608,7422
48437,TX,34.5304,-101.735,7403
51157,VA,38.6848,-78.1592,7360
40141,OK,34.3728,-98.9242,7347
20067,KS,37.5623,-101.308,7324
41025,OR,43.0641,-118.9679,7310
46067,SD,43.3349,-97.7544,7308
47095,TN,36.3352,-89.4935,7273
48111,TX,36.2779,-102.6023,7272
55091,WI,44.5829,-92.0015,7261
8063,CO,39.3055,-102.6029,7246
48075,TX,34.5292,-100.2076,7219
31173,NE,42.1582,-96.544,7218
51678,VA,37.7825,-79.4441,7205
42053,PA,41.513,-79.2361,7190
21181,KY,38.3356,-84.0153,7189
21237,KY,37.7393,-83.4932,7188
54013,WV,38.8445,-81.1176,7185
41023,OR,44.4915,-119.0073,7174
20095,KS,37.5589,-98.1363,7173
18161,IN,39.6256,-84.9251,7140
31139,NE,42.2644,-97.6013,7132
28063,MS,31.7342,-91.0373,7129
46051,SD,45.1719,-96.7677,7125
5039,AR,33.9699,-92.6544,7114
19177,IA,40.7532,-91.95,7104
31095,NE,40.1757,-97.1427,7102
48047,TX,27.0316,-98.2187,7100
21129,KY,37.5948,-83.7162,7088
50013,VT,44.7968,-73.2949,7075
41063,OR,45.5799,-117.1811,7065
19001,IA,41.3307,-94.4709,7048
28119,MS,34.2514,-90.2891,7038
16029,ID,42.7705,-111.5623,7028
48391,TX,28.3253,-97.1656,7015
51097,VA,37.7186,-76.8953,7011
31127,NE,40.3877,-95.8498,6978
54071,WV,38.6807,-79.3509,6968
51036,VA,37.3567,-77.0622,6965
22023,LA,29.8754,-93.1937,6963
22035,LA,32.7325,-91.235,6947
54093,WV,39.1136,-79.565,6943
56045,WY,43.8405,-104.5678,6942
48017,TX,34.0685,-102.8299,6916
46009,SD,42.9885,-97.8846,6914
2240,AK,63.8762,-143.213,6911
17169,IL,40.158,-90.6151,6897
20167,KS,38.9148,-98.7624,6896
19071,IA,40.7456,-95.6047,6895
13243,GA,31.7626,-84.7542,6888
5095,AR,34.6778,-91.2039,6879
20197,KS,38.9533,-96.205,6877
19093,IA,42.3869,-95.5135,6862
38005,ND,48.0694,-99.366,6860
38067,ND,48.7675,-97.5518,6850
30077,MT,46.8564,-112.9361,6843
48377,TX,29.9998,-104.2405,6808
13283,GA,32.4039,-82.5673,6787
29045,MO,40.4103,-91.7384,6783
8055,CO,37.6847,-104.9606,6769
17071,IL,40.8181,-90.9251,6737
8109,CO,38.0806,-106.2815,6730
5073,AR,33.2416,-93.607,6728
19151,IA,42.7342,-94.6787,6725
46047,SD,43.2394,-103.5275,6721
30005,MT,48.4327,-108.9586,6698
21057,KY,36.7866,-85.3885,6660
13065,GA,30.9149,-82.7062,6648
27073,MN,44.9955,-96.1735,6645
17009,IL,39.9618,-90.7504,6599
49001,UT,38.357,-113.2358,6594
32027,NV,40.4403,-118.4045,6591
31099,NE,40.5067,-98.948,6588
29075,MO,40.2121,-94.4099,6576
47067,TN,36.5236,-83.2219,6568
20145,KS,38.1813,-99.2367,6539
46101,SD,44.022,-96.6709,6508
31021,NE,41.8515,-96.3286,6503
2063,AK,60.7228,-145.7754,6495
5147,AR,35.1863,-91.2431,6477
51530,VA,37.7319,-79.3568,6477
27107,MN,47.3265,-96.4553,6466
21165,KY,37.9414,-83.5989,6463
51181,VA,37.1098,-76.9002,6459
13259,GA,32.0785,-84.8352,6446
46115,SD,44.938,-98.3462,6438
17047,IL,38.4165,-88.0533,6431
31093,NE,41.22,-98.5171,6428
19185,IA,40.7395,-93.3274,6426
38009,ND,48.7922,-100.8333,6418
51640,VA,36.666,-80.9176,6402
47127,TN,35.2846,-86.3587,6396
8103,CO,39.9798,-108.2171,6369
2198,AK,55.7997,-133.0192,6338
51021,VA,37.134,-81.1302,6334
31003,NE,42.1769,-98.0667,6315
13037,GA,31.5292,-84.6245,6301
26095,MI,46.4707,-85.5444,6286
29179,MO,37.3623,-90.9691,6274
27167,MN,46.357,-96.4683,6264
13263,GA,32.6995,-84.533,6245
31035,NE,40.5244,-98.0513,6193
50009,VT,44.7275,-71.7359,6179
20053,KS,38.6966,-98.2048,6176
29211,MO,40.2106,-93.1115,6163
19173,IA,40.7374,-94.6964,6160
30099,MT,47.8372,-112.2406,6127
8047,CO,39.8575,-105.5226,6108
46057,SD,44.6738,-97.1883,6104
29035,MO,36.9412,-90.9623,6085
40067,OK,34.111,-97.8358,6084
30007,MT,46.3324,-111.4955,6080
21075,KY,36.554,-89.1874,6064
16007,ID,42.2848,-111.3297,6054
20123,KS,39.3933,-98.2094,6053
42113,PA,41.4462,-76.5122,6038
48169,TX,33.1799,-101.2984,6028
20069,KS,37.7382,-100.4379,6020
19143,IA,43.3786,-95.6237,6016
17003,IL,37.1915,-89.3375,6011
20073,KS,37.8778,-96.2326,6010
48411,TX,31.1552,-98.8176,6004
29205,MO,39.7978,-92.0766,5975
27051,MN,45.934,-96.0122,5962
48065,TX,35.4035,-101.3543,5957
31167,NE,41.9169,-97.1939,5946
30073,MT,48.2279,-112.2267,5911
20181,KS,39.3514,-101.72,5904
18115,IN,38.9501,-84.9652,5890
48305,TX,33.1768,-101.8161,5886
46041,SD,45.1566,-100.8718,5841
38049,ND,48.2346,-100.6363,5825
47175,TN,35.696,-85.4526,5813
26131,MI,46.6644,-89.3148,5802
31031,NE,42.545,-101.1186,5801
40003,OK,36.731,-98.324,5791
40055,OK,34.9357,-99.5608,5790
40033,OK,34.2902,-98.3722,5783
48153,TX,34.0725,-101.3032,5782
20143,KS,39.1325,-97.6502,5776
54105,WV,39.0225,-81.3786,5764
48107,TX,33.6146,-101.3,5753
8025,CO,38.3266,-103.7845,5733
30015,MT,47.8806,-110.4352,5731
13201,GA,31.164,-84.7308,5725
17155,IL,41.2045,-89.2858,5720
48207,TX,33.1782,-99.7303,5711
2016,AK,52.798,-106.6061,5708
31051,NE,42.4931,-96.8677,5682
55051,WI,46.2623,-90.242,5679
8011,CO,37.9551,-103.0716,5677
48317,TX,32.306,-101.9512,5676
51580,VA,37.7786,-79.9867,5653
27081,MN,44.4126,-96.2671,5641
8073,CO,38.988,-103.514,5608
48205,TX,35.84,-102.6029,5588
40029,OK,34.5882,-96.2978,5577
32015,NV,39.9338,-117.0379,5565
20127,KS,38.6874,-96.6499,5551
46087,SD,43.6743,-97.3685,5543
31059,NE,40.5247,-97.5965,5542
19009,IA,41.6846,-94.9058,5528
27087,MN,47.3253,-95.8091,5508
20077,KS,37.1916,-98.0754,5506
20189,KS,37.1923,-101.3121,5498
20201,KS,39.7842,-97.0875,5474
46037,SD,45.3671,-97.6074,5452
46123,SD,43.3459,-99.884,5448
48195,TX,36.2774,-101.3546,5431
46129,SD,45.43,-100.0315,5431
20137,KS,39.7844,-99.9035,5416
17153,IL,37.2232,-89.1266,5414
51595,VA,36.6953,-77.5356,5408
27031,MN,47.9026,-90.5351,5402
17175,IL,41.0934,-89.7974,5393
16063,ID,43.0024,-114.1383,5342
40007,OK,36.7497,-100.4768,5326
2290,AK,65.5087,-151.3896,5305
20147,KS,39.7846,-99.347,5297
48119,TX,33.3863,-95.6723,5277
13301,GA,33.4089,-82.6767,5259
38073,ND,46.4562,-97.6574,5258
46015,SD,43.7181,-99.0809,5233
31011,NE,41.7068,-98.0673,5228
13249,GA,32.2616,-84.3147,5215
31161,NE,42.5048,-102.4089,5215
31143,NE,41.1869,-97.5684,5208
