fips,ST,lat,lng,population
54051,WV,39.8606,-80.6634,30900
21177,KY,37.2158,-87.142,30815
45089,SC,33.6199,-79.7277,30810
51730,VA,37.2043,-77.3913,30791
55123,WI,43.5939,-90.8344,30759
8029,CO,38.8614,-107.8629,30758
8117,CO,39.6342,-106.1164,30735
51117,VA,36.6804,-78.3627,30726
48273,TX,27.4337,-97.7273,30725
26035,MI,43.9879,-84.8478,30655
41045,OR,43.1934,-117.6231,30632
6035,CA,40.6736,-120.5943,30600
51033,VA,38.0267,-77.3471,30581
51173,VA,36.8437,-81.537,30539
45033,SC,34.3915,-79.3789,30473
27047,MN,43.6738,-93.3488,30465
49039,UT,39.3739,-111.5763,30421
56033,WY,44.79,-106.8793,30397
30047,MT,47.6459,-114.0894,30383
47131,TN,36.3582,-89.1488,30343
17109,IL,40.4562,-90.6779,30107
21021,KY,37.6244,-84.8668,30090
42047,PA,41.4251,-78.6491,30077
50005,VT,44.4647,-72.1021,30027
48067,TX,33.0775,-94.3436,30002
39053,OH,38.8247,-82.3169,29995
13311,GA,34.6464,-83.7471,29962
13305,GA,31.5515,-81.9168,29959
23007,ME,44.9741,-70.4441,29933
51035,VA,36.7316,-80.7339,29911
48015,TX,29.887,-96.2779,29892
1093,AL,34.1366,-87.8871,29818
13177,GA,31.7795,-84.1411,29735
13261,GA,32.0399,-84.197,29714
29069,MO,36.2721,-90.0909,29657
13195,GA,34.1278,-83.209,29624
13143,GA,33.7942,-85.211,29608
45053,SC,32.4374,-81.0317,29558
55121,WI,44.304,-91.3585,29525
27021,MN,46.9496,-94.3254,29462
47055,TN,35.2022,-87.0348,29403
56029,WY,44.5205,-109.5879,29273
29207,MO,36.8556,-89.9443,29255
27115,MN,46.1208,-92.7413,29254
51145,VA,37.5502,-77.9152,29253
28099,MS,32.7535,-89.1176,29250
16051,ID,43.8201,-112.3113,29238
40015,OK,35.1744,-98.3752,29179
24023,MD,39.5289,-79.2729,29155
54029,WV,40.5219,-80.5739,29118
26105,MI,43.9952,-86.25,29062
51630,VA,38.2992,-77.4872,29059
40039,OK,35.6388,-99.0015,28929
50017,VT,44.0056,-72.3769,28873
17107,IL,40.1245,-89.3675,28818
54035,WV,38.8345,-81.6748,28793
48363,TX,32.7532,-98.313,28792
28083,MS,33.5505,-90.3011,28764
54083,WV,38.7747,-79.8758,28763
20051,KS,38.9147,-99.3173,28747
51197,VA,36.9171,-81.0787,28725
51053,VA,37.0759,-77.6323,28686
12003,FL,30.3311,-82.2846,28679
47115,TN,35.1293,-85.622,28639
13169,GA,33.0251,-83.5605,28622
8087,CO,40.2628,-103.8098,28617
39047,OH,39.5599,-83.4561,28609
17135,IL,39.231,-89.4789,28598
28145,MS,34.4905,-89.0039,28578
48407,TX,30.5795,-95.1669,28574
29127,MO,39.8059,-91.6224,28572
20113,KS,38.3917,-97.648,28557
28163,MS,32.7803,-90.3964,28511
18137,IN,39.1035,-85.2624,28457
48185,TX,30.5435,-95.9855,28447
26007,MI,45.0348,-83.6277,28431
27079,MN,44.3714,-93.7301,28425
28137,MS,34.6503,-89.9448,28419
37039,NC,35.1339,-84.0635,28413
21163,KY,37.9698,-86.2171,28379
28029,MS,31.8692,-90.4488,28339
39073,OH,39.497,-82.4792,28306
28123,MS,32.4064,-89.5376,28288
39161,OH,40.8554,-84.5861,28213
46093,SD,44.5668,-102.7169,28149
46029,SD,44.9779,-97.1886,28133
5015,AR,36.341,-93.5382,28062
6021,CA,39.5983,-122.3921,28060
21173,KY,38.0335,-83.9131,28042
18179,IN,40.7292,-85.2212,28010
47077,TN,35.6543,-88.388,27956
18175,IN,38.6,-86.1053,27942
39131,OH,39.0773,-83.0668,27914
51840,VA,39.1735,-78.1746,27912
47017,TN,35.9732,-88.4502,27841
40049,OK,34.7046,-97.3093,27789
12007,FL,29.95,-82.1688,27723
6015,CA,41.7431,-123.8972,27692
55069,WI,45.3375,-89.7346,27687
39001,OH,38.8455,-83.4721,27685
18079,IN,38.9969,-85.6281,27639
55029,WI,44.9473,-87.3135,27621
35047,NM,35.4806,-104.816,27546
13225,GA,32.5688,-83.8269,27502
13207,GA,33.0139,-83.9186,27455
17075,IL,40.7472,-87.8243,27437
22031,LA,32.0554,-93.7372,27395
35017,NM,32.7389,-108.3824,27391
45087,SC,34.6895,-81.6191,27325
37123,NC,35.3325,-79.9055,27223
37053,NC,36.4031,-76.0059,27210
39019,OH,40.5796,-81.0897,27195
47185,TN,35.9264,-85.4552,27087
42131,PA,41.5183,-76.0166,27078
39069,OH,41.3339,-84.0682,27068
21141,KY,36.8597,-86.8789,27049
54057,WV,39.4147,-78.9438,27047
16039,ID,43.3539,-115.4693,27043
12049,FL,27.4927,-81.81,27027
45037,SC,33.7722,-81.9664,27021
37009,NC,36.4341,-81.5003,27009
21043,KY,38.3182,-83.0495,26976
13279,GA,32.1217,-82.3313,26947
51167,VA,36.9339,-82.0954,26937
48463,TX,29.3573,-99.7622,26899
51065,VA,37.8419,-78.2772,26873
50019,VT,44.829,-72.2434,26843
28127,MS,31.9132,-89.9195,26818
41057,OR,45.4637,-123.7127,26782
35006,NM,34.9125,-107.9997,26763
54053,WV,38.7697,-82.0266,26700
51099,VA,38.2733,-77.1572,26679
48171,TX,30.3181,-98.9465,26668
55057,WI,43.9246,-90.1138,26603
13087,GA,30.8783,-84.579,26595
18031,IN,39.307,-85.5011,26587
26127,MI,43.6409,-86.2676,26545
41061,OR,45.3102,-118.0088,26502
21239,KY,38.0424,-84.7436,26486
5071,AR,35.5697,-93.4601,26475
36049,NY,43.7847,-75.4488,26456
21013,KY,36.7306,-83.6741,26426
22121,LA,30.4636,-91.3127,26395
1061,AL,31.095,-85.8391,26383
19015,IA,42.0365,-93.9316,26381
45069,SC,34.602,-79.6786,26376
13293,GA,32.8813,-84.2994,26329
21085,KY,37.4608,-86.3439,26313
21095,KY,36.8569,-83.218,26307
41065,OR,45.16,-121.1678,26274
21193,KY,37.2443,-83.2215,26266
8083,CO,37.3386,-108.5966,26266
18021,IN,39.3928,-87.1158,26231
8039,CO,39.2865,-104.1359,26230
20009,KS,38.479,-98.7565,26209
26029,MI,45.3014,-85.1259,26197
1019,AL,34.1759,-85.6038,26035
31025,NE,40.9097,-96.1409,26022
13147,GA,34.3509,-82.9642,25981
27095,MN,45.938,-93.6301,25963
13257,GA,34.5541,-83.2932,25934
47109,TN,35.1755,-88.5636,25814
46081,SD,44.3586,-103.7923,25806
13111,GA,34.8641,-84.3198,25797
28133,MS,33.6023,-90.5886,25759
24039,MD,38.1158,-75.7518,25699
27083,MN,44.4135,-95.839,25696
47097,TN,35.7605,-89.6305,25689
47071,TN,35.1987,-88.1845,25665
20059,KS,38.5645,-95.286,25643
21217,KY,37.3664,-85.3278,25572
22003,LA,30.653,-92.828,25572
19011,IA,42.0802,-92.0657,25558
29215,MO,37.3173,-91.965,25518
18129,IN,38.0218,-87.8684,25480
5123,AR,35.022,-90.7478,25477
29001,MO,40.1906,-92.6007,25468
26031,MI,45.4463,-84.4999,25435
13267,GA,32.0458,-82.0582,25392
50015,VT,44.607,-72.6418,25376
26043,MI,46.0092,-87.8703,25373
29131,MO,38.2145,-92.4284,25369
29007,MO,39.2157,-91.8416,25336
8107,CO,40.4851,-106.9912,25317
26051,MI,43.9907,-84.3883,25312
51775,VA,37.2864,-80.0555,25290
13085,GA,34.4443,-84.1706,25277
48419,TX,31.7924,-94.145,25263
47069,TN,35.2068,-88.9931,25247
48149,TX,29.8768,-96.9198,25247
26069,MI,44.3559,-83.6359,25213
22067,LA,32.8202,-91.8018,25189
28117,MS,34.6183,-88.5201,25155
19149,IA,42.7378,-96.2141,25141
21081,KY,38.6488,-84.6246,25107
12133,FL,30.6106,-85.6653,25094
27015,MN,44.2421,-94.7276,25076
5023,AR,35.5382,-92.0267,25063
19017,IA,42.7746,-92.318,25032
1005,AL,31.8696,-85.3932,25026
47081,TN,35.8033,-87.4733,25017
8119,CO,38.8824,-105.1618,24981
36123,NY,42.6335,-77.1055,24981
54067,WV,38.2917,-80.7994,24857
13055,GA,34.475,-85.3453,24826
29221,MO,37.9617,-90.8774,24819
40065,OK,34.588,-99.4148,24808
48331,TX,30.7863,-96.9768,24797
28091,MS,31.2308,-89.8224,24785
29175,MO,39.4402,-92.4971,24769
18135,IN,40.1576,-85.0114,24694
13131,GA,30.8747,-84.2344,24693
51790,VA,38.1593,-79.0611,24660
42067,PA,40.5311,-77.4022,24657
40133,OK,35.1675,-96.6155,24624
26137,MI,45.0214,-84.599,24613
32001,NV,39.5808,-118.3358,24606
27153,MN,46.0706,-94.8976,24603
45001,SC,34.2226,-82.4593,24582
26101,MI,44.333,-86.0568,24539
21205,KY,38.1963,-83.4211,24534
21137,KY,37.4554,-84.6608,24493
13035,GA,33.2879,-83.9572,24463
54097,WV,38.8978,-80.2334,24451
37007,NC,34.9738,-80.1027,24430
55137,WI,44.1131,-89.2429,24256
48007,TX,28.1249,-96.9934,24220
47111,TN,36.532,-86.0073,24208
20149,KS,39.379,-96.3424,24203
18181,IN,40.7498,-86.8655,24163
28039,MS,30.8626,-88.644,24098
21183,KY,37.4782,-86.8489,24081
16053,ID,42.6899,-114.264,24074
41031,OR,44.6294,-121.1761,24048
35029,NM,32.1822,-107.7498,24022
13291,GA,34.8341,-83.9907,23999
29055,MO,37.9764,-91.3039,23984
22085,LA,31.564,-93.5547,23915
1025,AL,31.6767,-87.8308,23866
26143,MI,44.3356,-84.6116,23863
51139,VA,38.6194,-78.4844,23862
16031,ID,42.2839,-113.6001,23847
54059,WV,37.7265,-82.1347,23808
18143,IN,38.6851,-85.7475,23785
37091,NC,36.3591,-76.982,23752
5111,AR,35.574,-90.663,23747
17165,IL,37.7531,-88.5407,23735
41013,OR,44.1422,-120.3566,23733
51105,VA,36.7054,-83.1286,23723
1133,AL,34.1492,-87.3737,23712
16075,ID,44.0067,-116.7608,23705
31047,NE,40.8699,-99.8196,23638
55049,WI,43.0005,-90.1354,23632
5027,AR,33.2143,-93.2273,23620
5103,AR,33.5934,-92.8819,23597
51075,VA,37.722,-77.9156,23472
28057,MS,34.28,-88.3613,23396
48293,TX,31.5455,-96.5805,23364
56039,WY,43.9347,-110.5898,23356
26133,MI,43.9898,-85.3252,23323
51600,VA,38.8531,-77.2997,23312
22075,LA,29.4406,-89.61,23305
54027,WV,39.3171,-78.6141,23304
26009,MI,44.9991,-85.1403,23301
41027,OR,45.519,-121.6511,23270
47057,TN,36.2763,-83.5096,23268
48365,TX,32.1624,-94.3056,23186
27093,MN,45.1231,-94.5273,23149
18041,IN,39.6401,-85.1787,23068
13119,GA,34.3754,-83.2291,23015
18149,IN,41.2809,-86.6476,22996
48219,TX,33.6077,-102.3432,22986
39105,OH,39.0822,-82.0229,22974
48225,TX,31.3177,-95.4227,22942
29195,MO,39.1368,-93.2018,22932
20191,KS,37.2373,-97.4765,22928
26109,MI,45.5801,-87.5566,22902
29177,MO,39.3523,-93.9899,22900
51147,VA,37.2243,-78.4411,22892
41015,OR,42.4576,-124.1568,22889
29119,MO,36.6287,-94.3483,22882
28079,MS,32.7535,-89.524,22791
48019,TX,29.7472,-99.2463,22770
18047,IN,39.4149,-85.0602,22750
46135,SD,43.009,-97.3948,22746
1111,AL,33.2938,-85.4591,22732
16013,ID,43.412,-113.9802,22729
51163,VA,37.8145,-79.4473,22728
28027,MS,34.23,-90.6017,22685
37117,NC,35.8432,-77.1093,22644
53003,WA,46.1918,-117.203,22636
37033,NC,36.3932,-79.3335,22619
21005,KY,38.0039,-84.991,22580
13033,GA,33.0611,-82.0007,22567
13107,GA,32.5897,-82.3017,22525
13081,GA,31.9229,-83.7681,22509
51670,VA,37.2915,-77.2985,22500
21115,KY,37.8466,-82.8315,22427
45039,SC,34.3951,-81.1212,22406
1007,AL,32.9986,-87.1265,22374
19123,IA,41.3352,-92.6409,22351
5019,AR,34.0509,-93.1764,22341
22043,LA,31.5997,-92.5594,22339
51127,VA,37.5052,-76.9973,22310
51820,VA,38.0674,-78.9014,22300
8075,CO,40.7247,-103.1101,22282
22111,LA,32.8318,-92.3748,22270
22007,LA,29.9024,-91.0608,22236
29147,MO,40.3608,-94.8834,22199
40001,OK,35.8839,-94.6587,22171
47133,TN,36.345,-85.2881,22171
54009,WV,40.2739,-80.5765,22162
53049,WA,46.5557,-123.7041,22121
19183,IA,41.3356,-91.7179,22100
13205,GA,31.2253,-84.1943,22072
48179,TX,35.4012,-100.8126,22063
53039,WA,45.8738,-120.7891,22055
47151,TN,36.4285,-84.5035,22020
28139,MS,34.7684,-88.9089,21976
21133,KY,37.1212,-82.8553,21936
55125,WI,46.0529,-89.5148,21923
39175,OH,40.8424,-83.3044,21907
13237,GA,33.3218,-83.3728,21906
20175,KS,37.1933,-100.8513,21902
54005,WV,38.023,-81.7112,21897
22077,LA,30.7095,-91.6008,21883
40009,OK,35.2687,-99.682,21860
29083,MO,38.3852,-93.7927,21854
17083,IL,39.0855,-90.3565,21776
51169,VA,36.7143,-82.6029,21761
12123,FL,30.047,-83.6035,21709
5057,AR,33.7354,-93.6684,21695
21167,KY,37.811,-84.8744,21690
27105,MN,43.6742,-95.7534,21667
26089,MI,44.9385,-85.812,21649
17173,IL,39.3912,-88.8055,21623
5083,AR,35.2149,-93.7166,21619
37115,NC,35.858,-82.7058,21608
27157,MN,44.2843,-92.2303,21564
31067,NE,40.2619,-96.6894,21548
47129,TN,36.135,-84.6492,21538
48457,TX,30.7712,-94.3766,21524
6011,CA,39.1775,-122.237,21491
49041,UT,38.7478,-111.8045,21475
48057,TX,28.5067,-96.602,21470
48299,TX,30.7057,-98.6841,21452
17085,IL,42.3658,-90.2126,21429
5149,AR,35.0025,-93.4111,21425
48489,TX,26.4693,-97.6622,21419
17051,IL,39.0002,-89.0241,21418
13189,GA,33.4828,-82.4814,21404
51027,VA,37.2666,-82.036,21374
48089,TX,29.6208,-96.5263,21357
31155,NE,41.2264,-96.6374,21356
27057,MN,47.1086,-94.9167,21287
28101,MS,32.4002,-89.1188,21215
45011,SC,33.2661,-81.435,21170
48341,TX,35.8377,-101.8929,21169
48281,TX,31.1962,-98.2414,21152
22093,LA,30.027,-90.7931,21142
19019,IA,42.4708,-91.8379,21141
48233,TX,35.84,-101.3547,21105
17145,IL,38.0837,-89.367,21092
13199,GA,33.0406,-84.6883,21080
48165,TX,32.7407,-102.6352,21077
21003,KY,36.7512,-86.1904,21065
4012,AZ,33.7294,-113.9815,21035
27045,MN,43.674,-92.0902,21031
1099,AL,31.5708,-87.3654,21006
37079,NC,35.485,-77.6758,20987
28043,MS,33.77,-89.8021,20927
5029,AR,35.2624,-92.7015,20895
26129,MI,44.3349,-84.1264,20895
54109,WV,37.6096,-81.5492,20890
38093,ND,46.9793,-98.9588,20879
18119,IN,39.3128,-86.8377,20854
48177,TX,29.4567,-97.4925,20828
16067,ID,42.8543,-113.6375,20817
27039,MN,44.0226,-92.862,20807
13091,GA,32.1722,-83.1684,20725
18075,IN,40.4379,-85.0057,20697
37149,NC,35.2793,-82.1697,20682
18153,IN,39.0888,-87.4147,20647
40139,OK,36.7479,-101.4901,20633
54043,WV,38.1754,-82.0704,20617
19105,IA,42.1212,-91.1315,20575
29217,MO,37.8506,-94.3424,20560
55053,WI,44.3192,-90.8052,20556
31177,NE,41.5311,-96.222,20546
29049,MO,39.6018,-94.4046,20503
21231,KY,36.8013,-84.8286,20447
29141,MO,38.4237,-92.886,20438
49007,UT,39.6481,-110.5888,20401
55061,WI,44.5161,-87.6153,20398
56041,WY,41.2876,-110.5476,20374
18147,IN,38.014,-87.0077,20364
40153,OK,36.4227,-99.2651,20352
13321,GA,31.5515,-83.8509,20346
28153,MS,31.6408,-88.6958,20344
55119,WI,45.2116,-90.5012,20320
13303,GA,32.9695,-82.7959,20316
45081,SC,34.0061,-81.7268,20292
21027,KY,37.7732,-86.4293,20283
22083,LA,32.4178,-91.7635,20251
48123,TX,29.0821,-97.3568,20217
55001,WI,43.9695,-89.7704,20208
19027,IA,42.0362,-94.8605,20150
18015,IN,40.5828,-86.5635,20137
31043,NE,42.3911,-96.5646,20124
21051,KY,37.1597,-83.7147,20110
22041,LA,32.1333,-91.6738,20109
47041,TN,35.9799,-85.8328,20104
19191,IA,43.2907,-91.8437,20090
48285,TX,29.3843,-96.9302,20072
18049,IN,41.047,-86.2636,20069
1107,AL,33.2809,-88.0887,20049
20021,KS,37.1693,-94.8463,20017
48163,TX,28.8678,-99.1082,20013
5003,AR,33.1912,-91.7685,20000
5113,AR,34.4858,-94.2282,19999
21017,KY,38.2067,-84.2171,19998
8015,CO,38.747,-106.1941,19977
49013,UT,40.2982,-110.4252,19950
19021,IA,42.7355,-95.1511,19950
20099,KS,37.1913,-95.2976,19938
47159,TN,36.2505,-85.9567,19926
46035,SD,43.6747,-98.146,19890
19087,IA,40.988,-91.5445,19889
48253,TX,32.7399,-99.8787,19874
30053,MT,48.5425,-115.4051,19845
37185,NC,36.3965,-78.1067,19746
48161,TX,31.7049,-96.1491,19744
27091,MN,43.6744,-94.5511,19737
51079,VA,38.2976,-78.4669,19734
1013,AL,31.7524,-86.6803,19726
53001,WA,46.9833,-118.5606,19702
47173,TN,36.2879,-83.8375,19678
40091,OK,35.3736,-95.6668,19677
37131,NC,36.4178,-77.3969,19672
48337,TX,33.6757,-97.7246,19640
35027,NM,33.7453,-105.4593,19640
56023,WY,42.2639,-110.656,19640
19065,IA,42.8626,-91.8443,19604
18117,IN,38.5418,-86.4951,19552
17041,IL,39.7695,-88.2173,19551
22029,LA,31.4459,-91.6401,19533
12059,FL,30.8679,-85.8141,19530
28025,MS,33.6557,-88.7816,19515
24029,MD,39.2545,-76.0399,19456
28141,MS,34.7404,-88.2393,19396
21001,KY,37.1041,-85.2807,19366
19097,IA,42.1717,-90.5742,19348
13229,GA,31.3588,-82.2128,19336
29015,MO,38.2948,-93.2879,19305
21155,KY,37.5525,-85.2696,19257
13183,GA,31.7526,-81.7457,19236
22037,LA,30.8451,-91.0455,19228
29157,MO,37.7072,-89.8244,19227
45049,SC,32.7763,-81.1407,19223
13019,GA,31.276,-83.2296,19206
55067,WI,45.2623,-89.0719,19167
13105,GA,34.1168,-82.8401,19164
1091,AL,32.2476,-87.7896,19138
18123,IN,38.0796,-86.638,19091
37015,NC,36.0662,-76.9787,19081
35028,NM,35.8693,-106.3073,18976
20087,KS,39.2358,-95.3834,18974
21215,KY,38.0325,-85.3279,18945
13025,GA,31.1969,-81.9819,18924
13011,GA,34.3543,-83.4972,18900
6063,CA,40.0047,-120.8386,18844
13171,GA,33.0765,-84.1394,18834
21099,KY,37.2999,-85.8847,18833
17033,IL,39.0027,-87.7595,18833
13211,GA,33.5908,-83.4924,18832
28031,MS,31.6332,-89.5526,18810
55047,WI,43.8004,-89.0448,18807
21097,KY,38.4418,-84.3314,18763
39125,OH,41.1166,-84.5802,18742
35041,NM,34.0212,-103.4801,18723
27055,MN,43.6714,-91.4929,18670
27161,MN,44.0221,-93.5873,18658
48117,TX,34.966,-102.6049,18617
20041,KS,38.8665,-97.1527,18614
13231,GA,33.0923,-84.3892,18565
12079,FL,30.4441,-83.4701,18557
47085,TN,36.0409,-87.7757,18528
19031,IA,41.7723,-91.1324,18475
1087,AL,32.3859,-85.6927,18437
13001,GA,31.7493,-82.289,18428
48035,TX,31.9004,-97.6343,18428
47049,TN,36.3805,-84.9325,18405
19157,IA,41.6864,-92.5315,18391
8093,CO,39.1194,-105.7172,18345
46005,SD,44.4145,-98.2781,18338
21213,KY,36.7419,-86.5823,18319
28007,MS,33.0863,-89.5815,18308
48133,TX,32.3271,-98.8323,18289
8089,CO,37.9026,-103.7164,18284
28131,MS,30.79,-89.1177,18282
5043,AR,33.5894,-91.72,18263
2050,AK,60.9131,-159.8186,18263
29229,MO,37.2702,-92.4687,18256
12041,FL,29.7258,-82.8004,18245
48051,TX,30.4925,-96.6215,18237
5053,AR,34.29,-92.4236,18229
48003,TX,32.305,-102.6378,18227
42093,PA,41.0279,-76.6586,18178
29163,MO,39.3438,-91.1714,18158
19101,IA,41.0318,-91.9489,18153
5107,AR,34.4275,-90.8489,18151
28159,MS,33.0885,-89.0344,18116
54047,WV,37.3785,-81.6536,18083
8097,CO,39.2171,-106.9166,17980
48503,TX,33.1767,-98.6878,17961
5121,AR,36.3415,-91.0276,17934
6027,CA,36.5111,-117.4107,17930
29186,MO,37.8944,-90.1944,17887
51193,VA,38.112,-76.8042,17873
37199,NC,35.8989,-82.3076,17870
21207,KY,36.991,-85.0587,17846
36097,NY,42.3938,-76.8752,17845
51750,VA,37.1229,-80.5587,17833
51175,VA,36.7204,-77.1061,17829
47171,TN,36.1107,-82.4323,17821
17067,IL,40.4038,-91.1647,17820
13133,GA,33.5788,-83.1667,17808
54065,WV,39.5604,-78.2578,17800
5047,AR,35.5123,-93.8906,17785
16045,ID,44.0616,-116.3975,17771
5001,AR,34.2892,-91.3742,17761
47091,TN,36.4549,-81.8518,17755
26079,MI,44.6847,-85.0902,17725
26019,MI,44.6387,-86.0155,17703
51141,VA,36.6783,-80.2844,17660
46065,SD,44.389,-99.996,17560
21079,KY,37.6396,-84.5377,17554
29003,MO,39.9835,-94.8021,17554
51685,VA,38.7709,-77.4429,17548
19043,IA,42.8448,-91.3414,17527
29053,MO,38.8436,-92.8101,17522
37011,NC,36.0766,-81.9226,17510
25007,MA,41.3961,-70.6501,17430
28051,MS,33.1235,-90.092,17414
55103,WI,43.3756,-90.4295,17408
47075,TN,35.5832,-89.2838,17391
21147,KY,36.7371,-84.4842,17333
48289,TX,31.2965,-95.9957,17325
6043,CA,37.5815,-119.9055,17319
51570,VA,37.265,-77.3969,17283
48145,TX,31.2533,-96.9359,17281
29143,MO,36.5946,-89.6517,17275
17045,IL,39.6785,-87.7456,17272
19059,IA,43.378,-95.1508,17260
47023,TN,35.4217,-88.6135,17260
13075,GA,31.154,-83.4305,17217
31159,NE,40.8724,-97.1395,17217
5135,AR,36.1612,-91.4798,17217
48287,TX,30.3107,-96.9657,17174
45061,SC,34.1633,-80.2545,17144
1067,AL,31.5147,-85.2414,17123
21161,KY,38.5952,-83.8242,17122
8051,CO,38.6668,-107.0317,17119
19055,IA,42.4712,-91.3673,17107
48395,TX,31.027,-96.5129,17094
51029,VA,37.5722,-78.5287,17087
28017,MS,33.9208,-88.9479,17060
51520,VA,36.6181,-82.1604,17059
19047,IA,42.0372,-95.382,16998
51101,VA,37.7066,-77.0885,16985
17187,IL,40.8488,-90.615,16981
19171,IA,42.0798,-92.5325,16962
53055,WA,48.5782,-122.965,16953
5133,AR,33.9972,-94.2412,16947
19083,IA,42.3839,-93.2404,16924
48415,TX,32.7463,-100.9164,16918
18121,IN,39.7736,-87.2064,16912
5067,AR,35.5992,-91.2145,16908
13017,GA,31.7598,-83.2205,16889
23021,ME,45.8373,-69.2846,16864
13241,GA,34.8818,-83.402,16859
29059,MO,37.6804,-93.0237,16841
32013,NV,41.4068,-118.112,16834
17181,IL,37.4713,-89.2551,16829
54091,WV,39.336,-80.0462,16817
47139,TN,35.1199,-84.5233,16807
21203,KY,37.3651,-84.316,16795
51071,VA,37.3142,-80.7029,16760
12029,FL,29.6082,-83.1588,16740
35053,NM,34.0072,-106.9304,16723
40095,OK,34.0245,-96.7691,16688
42105,PA,41.7449,-77.8958,16685
55065,WI,42.6605,-90.1317,16682
47181,TN,35.2399,-87.788,16638
18139,IN,39.62,-85.4658,16632
5089,AR,36.2684,-92.6842,16586
5141,AR,35.5806,-92.5157,16578
5037,AR,35.2957,-90.7711,16576
54001,WV,39.1329,-80.003,16543
17005,IL,38.8868,-89.4356,16520
30067,MT,45.4884,-110.5267,16513
5075,AR,36.0412,-91.107,16511
16049,ID,45.8441,-115.4675,16511
55113,WI,45.88,-91.1446,16477
18045,IN,40.1209,-87.242,16456
28061,MS,32.0191,-89.1189,16454
30041,MT,48.6282,-110.1112,16422
17147,IL,40.0103,-88.5911,16412
1057,AL,33.7212,-87.7389,16406
40117,OK,36.3169,-96.6992,16402
5087,AR,36.011,-93.7246,16393
1129,AL,31.4076,-88.2079,16336
51025,VA,36.7648,-77.859,16336
29155,MO,36.2114,-89.7854,16330
17191,IL,38.4295,-88.4256,16309
29013,MO,38.2573,-94.34,16282
38077,ND,46.2646,-96.9483,16245
20005,KS,39.5318,-95.3135,16210
27065,MN,45.9452,-93.2934,16205
13083,GA,34.8546,-85.5045,16183
55023,WI,43.2395,-90.931,16155
19095,IA,41.6863,-92.0655,16155
8003,CO,37.5729,-105.7883,16153
19121,IA,41.3307,-94.0156,16148
19041,IA,43.0826,-95.1509,16138
47005,TN,36.0698,-88.0683,16133
41001,OR,44.7092,-117.6753,16090
54041,WV,38.9959,-80.5022,16024
20133,KS,37.5585,-95.3068,16008
21103,KY,38.4485,-85.1189,15999
21045,KY,37.3223,-84.9284,15968
31131,NE,40.6485,-96.1348,15965
28129,MS,32.0177,-89.5067,15919
29135,MO,38.6328,-92.5831,15907
13271,GA,31.9298,-82.939,15871
20139,KS,38.6523,-95.7269,15855
22027,LA,32.8227,-92.9958,15854
17101,IL,38.72,-87.7268,15830
27001,MN,46.6083,-93.4154,15826
22049,LA,32.302,-92.5579,15822
51011,VA,37.3724,-78.8126,15814
40073,OK,35.9454,-97.9421,15811
51063,VA,36.9316,-80.3626,15766
17039,IL,40.1746,-88.9041,15764
55129,WI,45.8992,-91.7913,15726
48371,TX,30.781,-102.7236,15725
19067,IA,43.0599,-92.789,15713
17159,IL,38.7124,-88.0851,15677
46127,SD,42.8326,-96.656,15659
51077,VA,36.6565,-81.2249,15651
28023,MS,32.0414,-88.6894,15612
21127,KY,38.0679,-82.7348,15604
17023,IL,39.3336,-87.7877,15602
17149,IL,39.6225,-90.8863,15571
13027,GA,30.842,-83.5802,15548
48255,TX,28.9057,-97.8594,15547
48389,TX,31.3231,-103.6931,15546
8049,CO,40.1026,-106.1183,15536
55003,WI,46.3148,-90.6781,15524
29065,MO,37.6066,-91.5079,15518
17131,IL,41.2053,-90.7414,15503
13163,GA,33.0549,-82.4182,15489
18165,IN,39.8538,-87.464,15485
35057,NM,34.6405,-105.8508,15477
22125,LA,30.8798,-91.42,15441
55077,WI,43.8196,-89.3987,15380
55013,WI,45.8627,-92.3676,15363
51135,VA,37.1431,-78.0512,15338
49037,UT,37.626,-109.8045,15295
54103,WV,39.6053,-80.6391,15291
12125,FL,30.0438,-82.3714,15282
16047,ID,42.971,-114.8116,15280
27135,MN,48.7751,-95.8108,15259
19145,IA,40.7391,-95.1502,15205
27127,MN,44.4037,-95.2538,15193
29121,MO,39.8308,-92.5646,15154
18159,IN,40.3114,-86.0519,15154
39067,OH,40.2938,-81.0911,15132
18013,IN,39.1962,-86.2274,15093
55007,WI,46.5237,-91.2009,15088
26113,MI,44.3374,-85.0947,15075
12045,FL,29.9556,-85.2266,15073
56007,WY,41.6946,-106.9307,15073
13161,GA,31.8056,-82.6369,15063
21119,KY,37.354,-82.9541,15041
13221,GA,33.8807,-83.0807,15040
51830,VA,37.2693,-76.7076,15034
51005,VA,37.7878,-80.0062,15030
19129,IA,41.0334,-95.6213,15023
26011,MI,44.0656,-83.8952,15013
29117,MO,39.7821,-93.5483,14969
47007,TN,35.5964,-85.2051,14961
37121,NC,36.0133,-82.1636,14959
1029,AL,33.6746,-85.5188,14952
22059,LA,31.6768,-92.1604,14950
47153,TN,35.3712,-85.4106,14936
19079,IA,42.3838,-93.7068,14905
48353,TX,32.3035,-100.4061,14901
27143,MN,44.5795,-94.2321,14871
19109,IA,43.2041,-94.2067,14864
48239,TX,28.9542,-96.5776,14822
51125,VA,37.7874,-78.8868,14812
1065,AL,32.7627,-87.6291,14754
40023,OK,34.0266,-95.5522,14727
26053,MI,46.4087,-89.6944,14715
